qid	order	query	qld.map
795	wordnet.topn3	notable cocker spaniels noteworthy luminary English cocker spaniel mollycoddle indulge	0.0144
795	stem.lovins	not cocker spaniel	0.0129
795	conceptluster.topn5.3.qld	notable cocker spaniels cocker spaniel spaniel	0.0126
795	tagmee.topn3	notable cocker spaniels Cocker Spaniel Spaniel	0.0126
795	tagmee.topn3.replace	Cocker Spaniel Spaniel	0.0126
795	sensedisambiguation	notable noteworthy cocker cocker spaniel spaniels spaniel	0.0124
795	sensedisambiguation.replace	noteworthy cocker spaniel spaniel	0.0124
795	word2vec.topn3.replace	noteworthy noteable note worthy spaniel spaniels spaniels	0.0122
796	-1	Blue Grass Music Festival history	0.0822
796	conceptluster.topn5.3.qld	blue grass music festival history bluegrass music	0.2565
796	tagmee.topn3	blue grass music festival history Bluegrass music	0.2565
796	wiki.topn3	blue grass music festival history old time music bluegrass music americana music bluegrass music	0.1927
796	rm3.topn10.10.0.5.bm25	blue grass music festival history festiv	0.1229
796	tagmee.topn3.replace	Bluegrass music	0.1201
796	glove.topn3	blue grass music festival history red bright lawn pasture songs fest historical ever	0.1056
796	wiki.topn3.replace	old time music bluegrass music americana music bluegrass music	0.0983
796	conceptnet.topn3	blue grass music festival history color sky colour the park lawn dance record rock christmas past subject school	0.0897
797	-1	reintroduction of gray wolves	0.3499
798	-1	Massachusetts textile mills	0.1274
798	rm3.topn10.10.0.5.qld	massachusetts textile mills lowel mill	0.2869
798	relevancefeedback.topn10.qld	massachusetts textile mills mill lowel us theater	0.2662
798	rm3.topn10.10.0.5.bm25	massachusetts textile mills lowel mill fiction	0.2356
798	docluster.topn10.3.qld	massachusetts textile mills theater lowel	0.2282
798	conceptnet.topn3	massachusetts textile mills a state a state in New England Massachuset Robert Mills beetle millage	0.1281
799	-1	Animals in Alzheimer's research	0.0412
799	rm3.topn10.10.0.5.bm25	animals in alzheimer s research ad ag tau	0.1936
799	glove.topn3	animals alzheimer s research humans dementia parkinson s whose study institute	0.0814
799	rm3.topn10.10.0.5.qld	animals in alzheimer s research ag	0.0773
799	glove.topn3.replace	humans dementia parkinson s whose study institute	0.0434
800	-1	Ovarian Cancer Treatment	0.0678
800	rm3.topn10.10.0.5.bm25	ovarian cancer treatment tumor	0.0938
800	rm3.topn10.10.0.5.qld	ovarian cancer treatment tumor	0.0938
801	-1	Kudzu Pueraria lobata	0.2762
801	tagmee.topn3.replace	Kudzu Kudzu	0.4367
801	stem.lovins	kudzu puerar lob	0.3629
801	tagmee.topn3	kudzu pueraria lobata Kudzu Kudzu	0.345
801	termluster.topn5.3.qld	kudzu pueraria lobata forest lobata plant forest kudzu lobata forest kudzu plant	0.3334
801	wiki.topn3	kudzu pueraria lobata pueraria strongyloides stercoralis edamame kudzu pueraria strongyloides stercoralis edamame kudzu	0.3111
801	docluster.topn10.3.qld	kudzu pueraria lobata sourc	0.2942
801	relevancefeedback.topn10.qld	kudzu pueraria lobata sourc	0.2942
801	rm3.topn10.10.0.5.bm25	kudzu pueraria lobata sourc	0.2942
801	rm3.topn10.10.0.5.qld	kudzu pueraria lobata sourc	0.2942
802	-1	Volcano eruptions global temperature	0.2008
802	conceptluster.topn5.3.qld	volcano eruptions global temperature climate temperature	0.2882
802	anchor.topn3	volcano eruptions global temperature kudryavyi ndiayen idmaax global eliahu learjet kiwin	0.2759
803	-1	May Day	0.0
803	wiki.topn3	may day publiholidays republiof ireland international workers day parade may day	0.0259
803	wiki.topn3.replace	publiholidays republiof ireland international workers day parade may day	0.0163
804	-1	ban on human cloning	0.1982
804	sensedisambiguation	ban prohibition on human cloning	0.3029
804	sensedisambiguation.replace	prohibition on human cloning	0.266
804	termluster.topn5.3.qld	ban human cloning act activ addit act activ addit would woman without	0.2312
804	conceptnet.topn3	ban human cloning body	0.2013
804	conceptluster.topn5.3.qld	ban human cloning ban law human cloning	0.2008
804	tagmee.topn3	ban human cloning Ban law Human cloning	0.2008
804	tagmee.topn3.replace	Ban law Human cloning	0.2003
805	-1	Identity Theft Passport	0.0364
805	stem.paicehusk	id theft passport	0.1307
805	termluster.topn5.3.qld	identity theft passport virginia victim theft attornei crime gener attornei crime gener	0.0764
805	sensedisambiguation	Identity Theft larceny Passport recommendation	0.058
806	-1	Doctors Without Borders	0.0618
807	-1	Sugar tariff-rate quotas	0.3045
807	termluster.topn5.3.qld	sugar tariff rate quotas alloc cane contain trq tariff sugar	0.4798
807	wordnet.topn3	sugar tariff rate quotas boodle pelf refined sugar	0.4126
807	tagmee.topn3	sugar tariff rate quotas Sugar Import quota	0.3614
807	tagmee.topn3.replace	Sugar Import quota	0.3313
807	stem.trunc5	sugar tarif rate quota	0.3249
808	-1	North Korean Counterfeiting	0.5556
808	stem.krovetz	north korea counterfeit	0.5858
809	-1	wetlands wastewater treatment	0.1953
809	docluster.topn10.3.qld	wetlands wastewater treatment wetland	0.2116
809	relevancefeedback.topn10.qld	wetlands wastewater treatment wetland na	0.2098
809	rm3.topn10.10.0.5.qld	wetlands wastewater treatment wetland na	0.2098
809	rm3.topn10.10.0.5.bm25	wetlands wastewater treatment wetland nal	0.2039
810	-1	timeshare resales	0.2967
810	relevancefeedback.topn10.qld	timeshare resales timeshar illinoi applic you consum site ftc	0.6111
810	rm3.topn10.10.0.5.bm25	timeshare resales timeshar you illinoi applic consum ftc defend	0.5347
810	docluster.topn10.3.qld	timeshare resales you consum timeshar applic illinoi	0.4222
810	rm3.topn10.10.0.5.qld	timeshare resales timeshar illinoi you applic consum site	0.3801
811	-1	handwriting recognition	0.2265
811	relevancefeedback.topn10.qld	handwriting recognition inform handwrit signal project charact	0.2783
811	conceptnet.topn3	handwriting recognition perform	0.2583
811	rm3.topn10.10.0.5.qld	handwriting recognition handwrit project technolog comput chines inform	0.257
811	rm3.topn10.10.0.5.bm25	handwriting recognition handwrit project technolog comput chines tablet inform	0.2427
811	termluster.topn5.3.qld	handwriting recognition system recognit recogn system recogn handwrit	0.2353
811	wiki.topn3	handwriting recognition end of transmission character graffiti palm os ibm websphere handwriting recognition	0.229
812	-1	total knee replacement surgery	0.3357
812	rm3.topn10.10.0.5.qld	total knee replacement surgery claimant patient	0.3984
812	conceptluster.topn5.3.qld	total knee replacement surgery knee replacement	0.3465
813	-1	Atlantic Intracoastal Waterway	0.2324
814	-1	Johnstown flood	0.3748
814	wiki.topn3	johnstown flood meteorology pennsylvania south fork dam johnstown flood	0.4567
814	termluster.topn5.3.qld	johnstown flood flood call johnstown call	0.443
814	wiki.topn3.replace	meteorology pennsylvania south fork dam johnstown flood	0.4282
815	-1	Coast Guard rescues	0.0546
815	sensedisambiguation	Coast slide Guard precaution rescues rescue	0.1026
815	relevancefeedback.topn10.qld	coast guard rescues search	0.0608
816	-1	USAID assistance to Galapagos	0.7736
817	-1	sports stadium naming rights	0.2248
817	conceptluster.topn5.3.qld	sports stadium naming rights naming rights stadium	0.2867
817	tagmee.topn3	sports stadium naming rights Stadium Naming rights	0.2867
818	-1	Chaco Culture National Park	0.1261
818	rm3.topn10.10.0.5.bm25	chaco culture national park cultur mr	0.1692
818	conceptnet.topn3	chaco culture national park shako Kalashnikov culture flag	0.1564
819	-1	1890 Census	0.0005
819	word2vec.topn3	census censuses Censuses	0.0544
819	word2vec.topn3.replace	censuses Censuses	0.0169
819	rm3.topn10.10.0.5.bm25	census censu veteran	0.0107
819	conceptluster.topn5.3.qld	census united states census	0.0069
819	tagmee.topn3	census United States Census	0.0069
819	wiki.topn3	census united states census united states census united states census united states census	0.0063
819	rm3.topn10.10.0.5.qld	census censu record	0.0059
819	tagmee.topn3.replace	United States Census	0.0055
819	wiki.topn3.replace	united states census united states census united states census united states census	0.0055
819	conceptnet.topn3	census population	0.0038
819	glove.topn3	census population inhabitants	0.003
819	docluster.topn10.3.qld	census censu popul	0.002
819	termluster.topn5.3.qld	census januari unit	0.0012
819	relevancefeedback.topn10.qld	census censu tract popul record	0.0008
820	-1	imported fire ants	0.2831
821	-1	Internet work-at-home scams	0.1822
822	-1	Custer's Last Stand	0.0357
822	conceptluster.topn5.3.qld	custer s last stand battle little bighorn	0.1058
822	tagmee.topn3	custer s last stand Battle of the Little Bighorn	0.1058
822	docluster.topn10.3.qld	custer s last stand custer american	0.0567
822	wordnet.topn3	custer s last stand George Armstrong Custer General Custer in conclusion final cobbler s last put up sales booth tie up	0.0565
822	tagmee.topn3.replace	Battle of the Little Bighorn	0.0421
822	termluster.topn5.3.qld	custer s last stand last stand custer stand custer last	0.037
823	-1	Continuing care retirement communities	0.2104
823	relevancefeedback.topn10.qld	continuing care retirement communities oper provid ccrc	0.3583
823	rm3.topn10.10.0.5.qld	continuing care retirement communities oper provid ccrc	0.3583
823	docluster.topn10.3.qld	continuing care retirement communities provid	0.2251
824	-1	Civil Air Patrol	0.118
824	relevancefeedback.topn10.qld	civil air patrol aerospac	0.1892
824	rm3.topn10.10.0.5.bm25	civil air patrol cap aerospac	0.1804
824	wiki.topn3	civil air patrol civil air patrol american military youth groups air cadet organisations civil air patrol	0.178
824	wiki.topn3.replace	civil air patrol american military youth groups air cadet organisations civil air patrol	0.1704
824	termluster.topn5.3.qld	civil air patrol air nation patrol civil nation patrol air civil nation	0.123
825	-1	National Guard Involvement in Iraq	0.0228
826	-1	Florida Seminole Indians	0.1734
826	conceptluster.topn5.3.qld	florida seminole indians seminole tribe florida	0.3566
826	tagmee.topn3	florida seminole indians Florida Seminole Tribe of Florida Seminole Seminole	0.3213
826	tagmee.topn3.replace	Florida Seminole Tribe of Florida Seminole Seminole	0.3116
826	wiki.topn3	florida seminole indians peninsulas united states southeastern united states florida florida miccosukeindian reservation brighton seminolindian reservation american indian reservations florida seminole tribe florida uchebilly seminolwars billy bowlegs seminole uchebilly seminolwars billy bowlegs seminole	0.1839
826	docluster.topn10.3.qld	florida seminole indians seminol	0.1739
827	-1	Hidden Markov Modeling HMM	0.3547
827	glove.topn3	hidden markov modeling hmm hiding hid continuous time bb simulation hmmm nope	0.4234
827	anchor.topn3	hidden markov modeling hmm hidden hidden br treasur predict chain process ctmc deribeev wall cross ktarian svk br r	0.4076
827	wiki.topn3	hidden markov modeling hmm càdlàg feigenbaum constants central limit theorem markov process power law statistical model parameter mathematical model unsupervised learning support vector machine markov model hidden markov model	0.3898
827	conceptluster.topn5.3.qld	hidden markov modeling hmm markov process mathematical model hidden markov model	0.3713
827	tagmee.topn3	hidden markov modeling hmm Markov process Mathematical model Hidden Markov model	0.3713
827	stem.paicehusk	hid markov model hmm	0.3686
827	sensedisambiguation	Hidden obscure Markov Modeling mold HMM	0.3655
828	-1	secret shoppers	0.1833
829	-1	Spanish Civil War support	0.0702
829	tagmee.topn3	spanish civil war support Spanish Civil War Close air support	0.0924
829	stem.krovetz	spain civil war support	0.0782
830	-1	model railroads	0.0237
830	wordnet.topn3	model railroads pattern role model sandbag railway system dragoon	0.0416
831	-1	Dulles Airport security	0.5627
832	-1	labor union activity	0.0492
833	-1	Iceland government	0.422
833	conceptluster.topn5.3.qld	iceland government politics iceland	0.4385
833	tagmee.topn3	iceland government Politics of Iceland	0.4385
834	-1	Global positioning system earthquakes	0.0855
834	rm3.topn10.10.0.5.bm25	global positioning system earthquakes scign gp earthquak earth california	0.1706
834	glove.topn3	global positioning system earthquakes worldwide emerging gps which quakes	0.1412
834	rm3.topn10.10.0.5.qld	global positioning system earthquakes gp volcano earthquak scign earth see	0.1409
834	docluster.topn10.3.qld	global positioning system earthquakes posit earthquak	0.1131
834	relevancefeedback.topn10.qld	global positioning system earthquakes posit gp volcano earthquak	0.1101
834	sensedisambiguation	Global positioning placement system earthquakes earthquake	0.0916
835	-1	Big Dig pork	0.0491
835	wiki.topn3	big dig pork transport infrastructure completed battery park city heather fargo big dig osrox mission school voucher federal jurisdiction united states pork barrel	0.0526
836	-1	illegal immigrant wages	0.1789
837	-1	Eskimo History	0.0262
837	tagmee.topn3	eskimo history Eskimo kinship History	0.0428
837	rm3.topn10.10.0.5.bm25	eskimo history whale alaska bird	0.0379
837	glove.topn3	eskimo history aleut inupiaq historical ever	0.0359
837	conceptluster.topn5.3.qld	eskimo history eskimo kinship	0.031
837	tagmee.topn3.replace	Eskimo kinship History	0.0288
837	glove.topn3.replace	aleut inupiaq historical ever	0.0283
838	-1	urban suburban coyotes	0.2125
838	rm3.topn10.10.0.5.qld	urban suburban coyotes coyot food	0.4613
838	sensedisambiguation	urban suburban coyotes coyote	0.4533
838	relevancefeedback.topn10.qld	urban suburban coyotes coyot forest food	0.3964
838	docluster.topn10.3.qld	urban suburban coyotes coyot forest	0.3742
839	-1	textile dyeing techniques	0.2791
839	rm3.topn10.10.0.5.qld	textile dyeing techniques us dye wast color textil chemic	0.3469
839	docluster.topn10.3.qld	textile dyeing techniques dye us wast	0.326
839	rm3.topn10.10.0.5.bm25	textile dyeing techniques us chemic wast dye color water	0.2827
840	-1	Geysers	0.0283
840	termluster.topn5.3.qld	geysers within water veri	0.0596
840	wiki.topn3	geysers geysers obsidian magma geyser	0.0542
840	wiki.topn3.replace	geysers obsidian magma geyser	0.0473
840	conceptnet.topn3	geysers physical phenomena	0.044
840	word2vec.topn3	geysers fumaroles mudpots	0.0345
841	-1	camel North America	0.1747
841	relevancefeedback.topn10.qld	camel north america anim ic poebrotherium student fossil yarn	0.3129
841	rm3.topn10.10.0.5.qld	camel north america anim fossil student ic peopl ag volcan	0.2908
841	termluster.topn5.3.qld	camel north america histori america extinct fossil extinct fossil hors	0.2453
842	-1	David McCullough	0.0538
842	wiki.topn3	david mccullough books john adams john adams book joseph sabin david mccullough	0.0754
842	wiki.topn3.replace	books john adams john adams book joseph sabin david mccullough	0.0558
843	-1	Pol Pot	0.303
843	termluster.topn5.3.qld	pol pot cambodia khmer pot cambodia khmer pol	0.6037
843	wiki.topn3	pol pot people kampong thom province cambodian people convicted murder cambodian genocide pol pot	0.5217
843	rm3.topn10.10.0.5.bm25	pol pot we you servic were prison cambodian rubin	0.4723
843	wiki.topn3.replace	people kampong thom province cambodian people convicted murder cambodian genocide pol pot	0.3896
843	glove.topn3	pol pot rouge maj boiling	0.3233
844	-1	segmental duplications	0.0286
844	conceptluster.topn5.3.qld	segmental duplications segmentation biology gene duplication	0.1284
844	tagmee.topn3	segmental duplications Segmentation biology Gene duplication	0.1284
844	tagmee.topn3.replace	Segmentation biology Gene duplication	0.0782
844	sensedisambiguation	segmental duplications duplication	0.066
844	stem.lovins	segm duplic	0.04
844	stem.paicehusk	seg duply	0.04
845	-1	New Jersey tomato	0.2538
846	-1	heredity and obesity	0.1693
847	-1	Portugal World War II	0.167
847	rm3.topn10.10.0.5.qld	portugal world war ii gold alli bank	0.5802
847	rm3.topn10.10.0.5.bm25	portugal world war ii alli gold we	0.573
848	-1	radio station call letters	0.0485
848	rm3.topn10.10.0.5.qld	radio station call letters fm letter	0.0685
848	termluster.topn5.3.qld	radio station call letters call letter station call letter radio letter radio station station radio locat	0.0554
848	docluster.topn10.3.qld	radio station call letters fm	0.0546
848	sensedisambiguation	radio radio receiver station call margin call letters letter	0.0503
849	-1	Scalable Vector Graphics	0.1646
849	rm3.topn10.10.0.5.qld	scalable vector graphics svg graphic imag file cwt visual	0.4496
849	rm3.topn10.10.0.5.bm25	scalable vector graphics svg imag render file download graphic system visual	0.2971
849	wiki.topn3	scalable vector graphics mathml web browser engine konqueror scalable vector graphics	0.2909
849	relevancefeedback.topn10.qld	scalable vector graphics imag svg graphic visual file render t	0.2768
849	termluster.topn5.3.qld	scalable vector graphics vector graphic format graphic scalabl format vector scalabl format	0.1892
849	sensedisambiguation	Scalable Vector Graphics graphic	0.1671
850	-1	Mississippi River flood	0.1155
850	termluster.topn5.3.qld	mississippi river flood flood river leve flood mississippi leve mississippi river leve	0.2131
850	wordnet.topn3	mississippi river flood Mississippi River Magnolia State photoflood inundation flood tide	0.2119
850	rm3.topn10.10.0.5.bm25	mississippi river flood sediment leve	0.1571
850	conceptluster.topn5.3.qld	mississippi river flood flood	0.1488
850	wiki.topn3	mississippi river flood borders minnesota borders iowa borders louisiana mississippi river drought levee flash flood flood	0.1466
