,qid,order,query,qld.recip_rank
1014,732,rm3.topn10.10.0.5.qld,u s cheese production product dairi export import milk u cooper,1.0
1015,732,word2vec.topn3.replace,usa u s american cheddar producing,1.0
1016,732,bt_nllb_russian,Cheese production in the US,0.5
1017,732,word2vec.topn3,u s cheese production usa u s american cheddar producing,0.5
1018,732,wordnet.topn3,u s cheese production United States government USA US cheeseflower high mallow output yield,0.5
1019,732,bt_bing_chinese_simplified,U S cheese production,0.25
1020,732,bt_bing_korean,U S Cheese Production,0.25
1021,732,bt_bing_malay,U S cheese production,0.25
1022,732,bt_bing_persian,U S cheese production,0.25
1023,732,bt_bing_tamil,U S cheese production,0.25
1024,732,conceptluster.topn5.3.qld,u s cheese production,0.25
1025,732,original,U S cheese production,0.25
1026,732,relevancefeedback.topn10.qld,u s cheese production b chees milk import u i product,0.25
1027,732,stem.krovetz,u s cheese production,0.25
1028,732,stem.sstemmer,u s cheese production,0.25
1029,732,tagmee.topn3,u s cheese production,0.25
1030,732,thesaurus.topn3,u s cheese production,0.25
1031,732,thesaurus.topn3.replace,u s cheese production,0.25
1032,732,wiki.topn3,u s cheese production,0.25
1033,733,-1,Airline overbooking,1.0
1034,733,anchor.topn3,airline overbooking,1.0
1035,733,anchor.topn3.replace,airline overbooking,1.0
1036,733,bertqe.topn10.qld,bump most frequent becaus overbook,1.0
1037,733,bt_bing_arabic,Overbooking of airlines,1.0
1038,733,bt_bing_chinese_simplified,Airline overbooking,1.0
1039,733,bt_bing_french,Airline overbooking,1.0
1040,733,bt_bing_german,Airline overbooking,1.0
1041,733,bt_bing_korean,Airline overbooking,1.0
1042,733,bt_bing_malay,Airline overbooking,1.0
1043,733,bt_bing_persian,Airline overbookings,1.0
1044,733,bt_bing_russian,Airline Overbooking,1.0
1045,733,bt_nllb_arabic,Too many reservations for airlines,1.0
1046,733,bt_nllb_chinese_yue,The airline is overbooking,1.0
1047,733,bt_nllb_french,Overbooking of airlines,1.0
1048,733,bt_nllb_german,Overbooking of airlines,1.0
1049,733,bt_nllb_malay,Overbooking of airline tickets,1.0
1050,733,bt_nllb_persian,Overbooking airlines,1.0
1051,733,conceptluster.topn5.3.qld,airline overbooking overselling,1.0
1052,733,conceptnet.topn3,airline overbooking,1.0
1053,733,conceptnet.topn3.replace,airline overbooking,1.0
1054,733,docluster.topn10.3.qld,airline overbooking airlin consum you,1.0
1055,733,glove.topn3,airline overbooking airways mangxamba,1.0
1056,733,original,Airline overbooking,1.0
1057,733,relevancefeedback.topn10.qld,airline overbooking airlin consum you,1.0
1058,733,rm3.topn10.10.0.5.bm25,airline overbooking airlin consum your you,1.0
1059,733,rm3.topn10.10.0.5.qld,airline overbooking airlin you consum,1.0
1060,733,sensedisambiguation,Airline overbooking,1.0
1061,733,sensedisambiguation.replace,airline overbooking,1.0
1062,733,stem.krovetz,airline overbooke,1.0
1063,733,stem.paicehusk,airlin overbook,1.0
1064,733,stem.porter,airlin overbook,1.0
1065,733,stem.porter2,airlin overbook,1.0
1066,733,stem.sstemmer,airline overbooking,1.0
1067,733,tagmee.topn3,airline overbooking Airline Overselling,1.0
1068,733,tagmee.topn3.replace,Airline Overselling,1.0
1069,733,termluster.topn5.3.qld,airline overbooking ticket overbook flight ticket flight airlin,1.0
1070,733,thesaurus.topn3,airline overbooking,1.0
1071,733,thesaurus.topn3.replace,airline overbooking,1.0
1072,733,wiki.topn3,airline overbooking airlines air charter boeing airline travel technology global distribution system track trace overselling,1.0
1073,733,wiki.topn3.replace,airlines air charter boeing airline travel technology global distribution system track trace overselling,1.0
1074,733,word2vec.topn3,airline overbooking,1.0
1075,733,word2vec.topn3.replace,airline overbooking,1.0
1076,733,wordnet.topn3,airline overbooking airway air hose,1.0
1077,734,-1,Recycling successes,0.5
1078,734,rm3.topn10.10.0.5.bm25,recycling successes project counti,1.0
1079,734,stem.lovins,recycl succes,1.0
1080,734,word2vec.topn3,recycling successes recyling triumphs achievements failures,1.0
1081,734,wordnet.topn3,recycling successes reuse reprocess winner achiever succeeder,1.0
1082,734,anchor.topn3,recycling successes,0.5
1083,734,anchor.topn3.replace,recycling successes,0.5
1084,734,bt_bing_arabic,Recycling successes,0.5
1085,734,bt_bing_french,Recycling Success,0.5
1086,734,bt_bing_german,Recycling Successes,0.5
1087,734,bt_bing_malay,Recycling success,0.5
1088,734,bt_bing_persian,Recycling Success,0.5
1089,734,bt_bing_swahili,Recycling success,0.5
1090,734,bt_bing_tamil,Recycling successes,0.5
1091,734,bt_nllb_arabic,Recycling successes,0.5
1092,734,bt_nllb_chinese_yue,Recycling is successful,0.5
1093,734,bt_nllb_french,Success in recycling,0.5
1094,734,bt_nllb_korean,Recycling Success,0.5
1095,734,bt_nllb_persian,Recycling successes,0.5
1096,734,bt_nllb_tamil,Recycling Successes,0.5
1097,734,conceptluster.topn5.3.qld,recycling successes,0.5
1098,734,docluster.topn10.3.qld,recycling successes mr recycl,0.5
1099,734,original,Recycling successes,0.5
1100,734,sensedisambiguation,Recycling recycle successes success,0.5
1101,734,sensedisambiguation.replace,recycle success,0.5
1102,734,stem.krovetz,recycle success,0.5
1103,734,stem.porter,recycl success,0.5
1104,734,stem.porter2,recycl success,0.5
1105,734,stem.sstemmer,recycling successe,0.5
1106,734,tagmee.topn3,recycling successes,0.5
1107,734,thesaurus.topn3,recycling successes,0.5
1108,734,thesaurus.topn3.replace,recycling successes,0.5
1109,734,wiki.topn3,recycling successes,0.5
1110,735,-1,Afghan women condition,1.0
1111,735,bertqe.topn10.bm25,issu afghan reconstruct basic principl,1.0
1112,735,bt_bing_chinese_simplified,Situation of women in Afghanistan,1.0
1113,735,bt_bing_german,Condition of Afghan women,1.0
1114,735,bt_bing_korean,Conditions of women in Afghanistan,1.0
1115,735,bt_bing_malay,The condition of Afghan women,1.0
1116,735,bt_nllb_malay,The condition of Afghan women,1.0
1117,735,conceptluster.topn5.3.qld,afghan women condition women s rights afghanistan afghanistan,1.0
1118,735,docluster.topn10.3.qld,afghan women condition,1.0
1119,735,glove.topn3,afghan women condition afghanistan men girls although anonymity,1.0
1120,735,glove.topn3.replace,afghanistan men girls although anonymity,1.0
1121,735,original,Afghan women condition,1.0
1122,735,relevancefeedback.topn10.qld,afghan women condition,1.0
1123,735,rm3.topn10.10.0.5.bm25,afghan women condition,1.0
1124,735,rm3.topn10.10.0.5.qld,afghan women condition,1.0
1125,735,stem.krovetz,afghanistan women condition,1.0
1126,735,stem.lovins,afghan wom condit,1.0
1127,735,stem.porter,afghan women condit,1.0
1128,735,stem.porter2,afghan women condit,1.0
1129,735,stem.sstemmer,afghan women condition,1.0
1130,735,tagmee.topn3,afghan women condition Afghanistan Women s rights in Afghanistan,1.0
1131,735,tagmee.topn3.replace,Afghanistan Women s rights in Afghanistan,1.0
1132,735,thesaurus.topn3,afghan women condition,1.0
1133,735,thesaurus.topn3.replace,afghan women condition,1.0
1134,735,wiki.topn3,afghan women condition states territories established territories military occupation education afghanistan afghanistan women afghanistan afghan peacjirga afghan presidential election women s rights afghanistan,1.0
1135,735,wiki.topn3.replace,states territories established territories military occupation education afghanistan afghanistan women afghanistan afghan peacjirga afghan presidential election women s rights afghanistan,1.0
1136,735,word2vec.topn3,afghan women condition afghanistan men woman situation,1.0
1137,735,word2vec.topn3.replace,afghanistan men woman situation,1.0
1138,736,-1,location BSE infections,1.0
1139,736,bertqe.topn10.qld,slaughter nearli risk cow,1.0
1140,736,bt_bing_arabic,Location BSE Infection,1.0
1141,736,bt_bing_chinese_simplified,Location BSE infection,1.0
1142,736,bt_bing_french,location of BSE infections,1.0
1143,736,bt_bing_german,Location BSE infections,1.0
1144,736,bt_bing_korean,Location BSE Infection,1.0
1145,736,bt_bing_malay,location of BSE infection,1.0
1146,736,bt_bing_persian,Place of infection BSE,1.0
1147,736,bt_bing_russian,localization of BSE infections,1.0
1148,736,bt_bing_swahili,Local BSE transmission,1.0
1149,736,bt_bing_tamil,Location BSE infections,1.0
1150,736,bt_nllb_chinese_yue,BSE infection is located,1.0
1151,736,bt_nllb_german,Location of BSE infections,1.0
1152,736,bt_nllb_korean,Location of BSE infection,1.0
1153,736,bt_nllb_malay,location of BSE infection,1.0
1154,736,bt_nllb_persian,Location of BSE infections,1.0
1155,736,bt_nllb_russian,location of the BSE infection,1.0
1156,736,bt_nllb_swahili,The environment of BSE transmission,1.0
1157,736,bt_nllb_tamil,Location of BSE infection,1.0
1158,736,conceptluster.topn5.3.qld,location bse infections infection heart bovine spongiform encephalopathy,1.0
1159,736,conceptnet.topn3,location bse infections place address a disease,1.0
1160,736,docluster.topn10.3.qld,location bse infections cattl,1.0
1161,736,glove.topn3,location bse infections vicinity bovine spongiform pneumonia,1.0
1162,736,original,location BSE infections,1.0
1163,736,relevancefeedback.topn10.qld,location bse infections anim infect cattl risk,1.0
1164,736,rm3.topn10.10.0.5.bm25,location bse infections sheep,1.0
1165,736,rm3.topn10.10.0.5.qld,location bse infections cattl risk anim,1.0
1166,736,sensedisambiguation,location placement BSE bovine spongiform encephalitis infections infection,1.0
1167,736,sensedisambiguation.replace,placement bovine spongiform encephalitis infection,1.0
1168,736,stem.krovetz,location bse infection,1.0
1169,736,stem.paicehusk,loc bse infect,1.0
1170,736,stem.porter,locat bse infect,1.0
1171,736,stem.porter2,locat bse infect,1.0
1172,736,stem.sstemmer,location bse infection,1.0
1173,736,tagmee.topn3,location bse infections Heart Bovine spongiform encephalopathy Infection,1.0
1174,736,tagmee.topn3.replace,Heart Bovine spongiform encephalopathy Infection,1.0
1175,736,termluster.topn5.3.qld,location bse infections anim infect unit usda unit total,1.0
1176,736,thesaurus.topn3,location bse infections,1.0
1177,736,thesaurus.topn3.replace,location bse infections,1.0
1178,736,wiki.topn3,location bse infections cardiaanatomy heart kidney heart transmissible spongiform encephalopathies genetically modified food genetically modified organism bovine spongiform encephalopathy antibiotics urinary bladder pancreas infection,1.0
1179,736,wordnet.topn3,location bse infections positioning placement position bovine spongiform encephalitis mad cow disease transmission contagion,1.0
1180,737,-1,Enron California energy crisis,1.0
1181,737,bt_bing_arabic,Enron s Energy Crisis California,1.0
1182,737,bt_bing_chinese_simplified,Enron California s energy crisis,1.0
1183,737,bt_bing_french,Enron s Energy Crisis in California,1.0
1184,737,bt_bing_german,Energy crisis in Enron California,1.0
1185,737,bt_bing_korean,Enron California Energy Crisis,1.0
1186,737,bt_bing_malay,Enron California energy crisis,1.0
1187,737,bt_bing_persian,Enron California Energy Crisis,1.0
1188,737,bt_bing_russian,Energy Crisis in Enron California,1.0
1189,737,bt_bing_swahili,Enron California energy crisis,1.0
1190,737,bt_bing_tamil,Enron California Energy Crisis,1.0
1191,737,bt_nllb_french,Enron California energy crisis,1.0
1192,737,bt_nllb_german,Enron California energy crisis,1.0
1193,737,bt_nllb_korean,Enron California the energy crisis,1.0
1194,737,bt_nllb_malay,The California Enron energy crisis,1.0
1195,737,bt_nllb_swahili,Enron California energy crisis,1.0
1196,737,bt_nllb_tamil,Enron California energy crisis,1.0
1197,737,conceptluster.topn5.3.qld,enron california energy crisis california electricity crisis,1.0
1198,737,conceptnet.topn3,enron california energy crisis bankruptcy evil a state a lizard a state in the USA Exercising power heat depression,1.0
1199,737,docluster.topn10.3.qld,enron california energy crisis energi,1.0
1200,737,glove.topn3,enron california energy crisis worldcom skilling calif oregon electricity renewable turmoil crises,1.0
1201,737,original,Enron California energy crisis,1.0
1202,737,relevancefeedback.topn10.qld,enron california energy crisis energi iso,1.0
1203,737,rm3.topn10.10.0.5.bm25,enron california energy crisis ferc market pge iso,1.0
1204,737,rm3.topn10.10.0.5.qld,enron california energy crisis energi market,1.0
1205,737,sensedisambiguation,Enron California energy crisis,1.0
1206,737,sensedisambiguation.replace,Enron california energy crisis,1.0
1207,737,stem.krovetz,enron california energy crisis,1.0
1208,737,stem.lovins,enron californ energ cris,1.0
1209,737,stem.porter,enron california energi crisi,1.0
1210,737,stem.porter2,enron california energi crisi,1.0
1211,737,stem.sstemmer,enron california energy crisi,1.0
1212,737,stem.trunc5,enron calif energ crisi,1.0
1213,737,tagmee.topn3,enron california energy crisis Enron California electricity crisis,1.0
1214,737,tagmee.topn3.replace,Enron California electricity crisis,1.0
1215,737,termluster.topn5.3.qld,enron california energy crisis california commiss crisi commiss crisi energi state regulatori market state regulatori market,1.0
1216,737,thesaurus.topn3,enron california energy crisis,1.0
1217,737,thesaurus.topn3.replace,enron california energy crisis,1.0
1218,737,wiki.topn3,enron california energy crisis arthur andersen corporattitle defunct energy companies enron economihistory california electripower united states calstrs california electricity crisis,1.0
1219,737,wiki.topn3.replace,arthur andersen corporattitle defunct energy companies enron economihistory california electripower united states calstrs california electricity crisis,1.0
1220,737,wordnet.topn3,enron california energy crisis Golden State Calif CA push vigor vitality,1.0
1221,737,wordnet.topn3.replace,enron Calif CA vigour get up and go crisis,1.0
1222,738,-1,Anthrax hoaxes,1.0
1223,738,anchor.topn3,anthrax hoaxes barybela attacker kelsorum,1.0
1224,738,bt_bing_chinese_simplified,Anthrax prank,1.0
1225,738,bt_bing_french,Anthrax hoaxes,1.0
1226,738,bt_bing_german,Anthrax hoaxes,1.0
1227,738,bt_bing_persian,anthrax hoaxes,1.0
1228,738,bt_bing_russian,Anthrax hoaxes,1.0
1229,738,bt_bing_swahili,Hoaxes ya Anthrax,1.0
1230,738,bt_bing_tamil,Anthrax hoaxes,1.0
1231,738,conceptluster.topn5.3.qld,anthrax hoaxes,1.0
1232,738,docluster.topn10.3.qld,anthrax hoaxes hoax,1.0
1233,738,original,Anthrax hoaxes,1.0
1234,738,relevancefeedback.topn10.qld,anthrax hoaxes hoax u i we,1.0
1235,738,rm3.topn10.10.0.5.bm25,anthrax hoaxes hoax i we were,1.0
1236,738,rm3.topn10.10.0.5.qld,anthrax hoaxes hoax we i,1.0
1237,738,sensedisambiguation,Anthrax hoaxes fraud,1.0
1238,738,stem.krovetz,anthrax hoax,1.0
1239,738,stem.paicehusk,anthrax hoax,1.0
1240,738,stem.porter,anthrax hoax,1.0
1241,738,stem.porter2,anthrax hoax,1.0
1242,738,stem.sstemmer,anthrax hoaxe,1.0
1243,738,tagmee.topn3,anthrax hoaxes Anthrax hoaxes,1.0
1244,738,tagmee.topn3.replace,Anthrax hoaxes,1.0
1245,738,termluster.topn5.3.qld,anthrax hoaxes emerg feder hoax year would threat,1.0
1246,738,thesaurus.topn3,anthrax hoaxes,1.0
1247,738,thesaurus.topn3.replace,anthrax hoaxes,1.0
1248,738,wiki.topn3.replace,ames strain health new york officof laboratory animal welfare anthrax hoaxes,1.0
1249,738,word2vec.topn3,anthrax hoaxes bioterror bioterrorism,1.0
1250,738,word2vec.topn3.replace,bioterror bioterrorism hoaxes,1.0
1251,739,-1,Habitat for Humanity,0.3333
1252,739,relevancefeedback.topn10.qld,habitat for humanity assess faith diseas,1.0
1253,739,rm3.topn10.10.0.5.bm25,habitat for humanity hous faith indiana,1.0
1254,739,rm3.topn10.10.0.5.qld,habitat for humanity faith hous,1.0
1255,739,sensedisambiguation,Habitat for Humanity world,1.0
1256,739,termluster.topn5.3.qld,habitat humanity human servic servic habitat,1.0
1257,739,wiki.topn3,habitat humanity sumter county georgia united way america homeless shelter habitat humanity,1.0
1258,739,wiki.topn3.replace,sumter county georgia united way america homeless shelter habitat humanity,0.5
1259,739,bt_bing_arabic,Habitat for Humanity,0.3333
1260,739,bt_bing_chinese_simplified,Habitat for Humanity,0.3333
1261,739,bt_bing_french,Habitat for Humanity,0.3333
1262,739,bt_bing_german,Habitat for humanity,0.3333
1263,739,bt_bing_korean,Habitat for Humanity,0.3333
1264,739,bt_bing_malay,Habitat for the Humanities,0.3333
1265,739,bt_bing_persian,Habitat for Humanity,0.3333
1266,739,bt_bing_russian,A habitat for humanity,0.3333
1267,739,bt_bing_swahili,Habitat for Humanity,0.3333
1268,739,bt_nllb_malay,Habitat for the Human,0.3333
1269,739,bt_nllb_persian,Habitat for Humanity,0.3333
1270,739,conceptluster.topn5.3.qld,habitat humanity,0.3333
1271,739,docluster.topn10.3.qld,habitat for humanity,0.3333
1272,739,original,Habitat for Humanity,0.3333
1273,739,stem.krovetz,habitat for humanity,0.3333
1274,739,stem.lovins,habitat for human,0.3333
1275,739,stem.porter,habitat for human,0.3333
1276,739,stem.porter2,habitat for human,0.3333
1277,739,stem.sstemmer,habitat for humanity,0.3333
1278,739,tagmee.topn3,habitat humanity Habitat for Humanity,0.3333
1279,739,tagmee.topn3.replace,Habitat for Humanity,0.3333
1280,739,thesaurus.topn3,habitat humanity,0.3333
1281,739,thesaurus.topn3.replace,habitat humanity,0.3333
1282,740,-1,regulate assisted living Maryland,1.0
1283,740,anchor.topn3,regulate assisted living maryland gingerpig seareal caballero maryland histori maryland educ arksansa,1.0
1284,740,bt_bing_arabic,Maryland assisted living organization,1.0
1285,740,bt_bing_chinese_simplified,Regulate Maryland assisted living,1.0
1286,740,bt_bing_french,regulate assisted living Maryland,1.0
1287,740,bt_bing_german,Regulating Assisted Living Maryland,1.0
1288,740,bt_bing_korean,Assisted Living Maryland Regulation,1.0
1289,740,bt_bing_malay,Regulating Maryland s assisted living,1.0
1290,740,bt_bing_russian,regulate assisted living in Maryland,1.0
1291,740,bt_bing_swahili,Managing assisted living in Maryland,1.0
1292,740,bt_bing_tamil,Help Discipline Living Maryland,1.0
1293,740,bt_nllb_french,regulating assisted living in Maryland,1.0
1294,740,bt_nllb_german,Regulate Assisted Living in Maryland,1.0
1295,740,bt_nllb_korean,Assistant living in Maryland,1.0
1296,740,bt_nllb_russian,regulate aid to residents of Maryland,1.0
1297,740,bt_nllb_swahili,control support live in maryland,1.0
1298,740,original,regulate assisted living Maryland,1.0
1299,740,sensedisambiguation,regulate assisted serve living support Maryland,1.0
1300,740,stem.krovetz,regulate assist living maryland,1.0
1301,740,stem.porter,regul assist live maryland,1.0
1302,740,stem.porter2,regul assist live maryland,1.0
1303,740,stem.sstemmer,regulate assisted living maryland,1.0
1304,740,tagmee.topn3,regulate assisted living maryland Regulation Assisted living Maryland,1.0
1305,740,tagmee.topn3.replace,Regulation Assisted living Maryland,1.0
1306,740,thesaurus.topn3,regulate assisted living maryland,1.0
1307,740,thesaurus.topn3.replace,regulate assisted living maryland,1.0
1308,741,-1,Artificial Intelligence,0.125
1309,741,conceptnet.topn3,artificial intelligence learning United States intelligence agency,0.3333
1310,741,conceptnet.topn3.replace,artificial learning United States intelligence agency,0.3333
1311,741,word2vec.topn3,artificial intelligence artifical synthetic intellegence intelligence,0.3333
1312,741,relevancefeedback.topn10.qld,artificial intelligence class artifici intellig s http,0.2
1313,741,wordnet.topn3,artificial intelligence unreal hokey intelligence service tidings intelligence agency,0.1667
1314,741,wiki.topn3,artificial intelligence unsolved problems computer science computational neuroscience simulation artificial intelligence,0.1429
1315,741,bt_bing_arabic,Artificial Intelligence,0.125
1316,741,bt_bing_chinese_simplified,artificial intelligence,0.125
1317,741,bt_bing_french,Artificial intelligence,0.125
1318,741,bt_bing_german,Artificial intelligence,0.125
1319,741,bt_bing_korean,artificial intelligence,0.125
1320,741,bt_bing_malay,Artificial Intelligence,0.125
1321,741,bt_bing_persian,Artificial Intelligence,0.125
1322,741,bt_bing_russian,Artificial intelligence,0.125
1323,741,bt_bing_swahili,Artificial intelligence,0.125
1324,741,bt_bing_tamil,Artificial Intelligence,0.125
1325,741,bt_nllb_arabic,Artificial intelligence,0.125
1326,741,bt_nllb_french,Artificial intelligence,0.125
1327,741,bt_nllb_german,Artificial intelligence,0.125
1328,741,bt_nllb_malay,Artificial intelligence,0.125
1329,741,bt_nllb_russian,Artificial intelligence,0.125
1330,741,bt_nllb_tamil,Artificial intelligence,0.125
1331,741,conceptluster.topn5.3.qld,artificial intelligence artificial intelligence,0.125
1332,741,original,Artificial Intelligence,0.125
1333,741,stem.krovetz,artificial intelligence,0.125
1334,741,stem.porter,artifici intellig,0.125
1335,741,stem.porter2,artifici intellig,0.125
1336,741,stem.sstemmer,artificial intelligence,0.125
1337,741,tagmee.topn3,artificial intelligence Artificial intelligence,0.125
1338,741,tagmee.topn3.replace,Artificial intelligence,0.125
1339,741,thesaurus.topn3,artificial intelligence,0.125
1340,741,thesaurus.topn3.replace,artificial intelligence,0.125
1341,742,-1,hedge funds fraud protection,1.0
1342,742,anchor.topn3,hedge funds fraud protection fraud fixing match states disney use ahea,1.0
1343,742,anchor.topn3.replace,hedge funds fraud fixing match states disney use ahea,1.0
1344,742,bt_bing_arabic,Hedge Fund Fraud Protection,1.0
1345,742,bt_bing_chinese_simplified,Hedge Fund Fraud Protection,1.0
1346,742,bt_bing_french,Hedge Fund Fraud Protection,1.0
1347,742,bt_bing_german,Protection against hedge fund fraud,1.0
1348,742,bt_bing_korean,Hedge Fund Fraud Prevention,1.0
1349,742,bt_bing_malay,hedge fund fraud protection,1.0
1350,742,bt_bing_persian,Hedge funds fraud protection,1.0
1351,742,bt_bing_russian,Hedge Fund Fraud Protection,1.0
1352,742,bt_bing_swahili,hedge funds fraud protection,1.0
1353,742,bt_bing_tamil,Hedge Fund Fraud Protection,1.0
1354,742,bt_nllb_german,Protection against hedge fund fraud,1.0
1355,742,bt_nllb_korean,Hedge fund fraud protection,1.0
1356,742,bt_nllb_malay,protection against hedge fund fraud,1.0
1357,742,bt_nllb_persian,Protecting against hedge fund fraud,1.0
1358,742,bt_nllb_russian,protection against hedge funds fraud,1.0
1359,742,bt_nllb_swahili,protection against hedge funds fraud,1.0
1360,742,bt_nllb_tamil,Hedge fund fraud protection,1.0
1361,742,conceptluster.topn5.3.qld,hedge funds fraud protection security finance hedge fund fraud,1.0
1362,742,docluster.topn10.3.qld,hedge funds fraud protection fund,1.0
1363,742,glove.topn3,hedge funds fraud protection investments fund money fraudulent embezzlement,1.0
1364,742,original,hedge funds fraud protection,1.0
1365,742,relevancefeedback.topn10.qld,hedge funds fraud protection fund invest,1.0
1366,742,rm3.topn10.10.0.5.qld,hedge funds fraud protection fund,1.0
1367,742,sensedisambiguation,hedge funds store fraud imposter protection security,1.0
1368,742,stem.krovetz,hedge funds fraud protection,1.0
1369,742,stem.lovins,hedg fund fraud protect,1.0
1370,742,stem.paicehusk,hedg fund fraud protect,1.0
1371,742,stem.porter,hedg fund fraud protect,1.0
1372,742,stem.porter2,hedg fund fraud protect,1.0
1373,742,stem.sstemmer,hedge fund fraud protection,1.0
1374,742,stem.trunc5,hedge funds fraud prote,1.0
1375,742,tagmee.topn3,hedge funds fraud protection Hedge fund Fraud Security finance,1.0
1376,742,tagmee.topn3.replace,Hedge fund Fraud Security finance,1.0
1377,742,thesaurus.topn3,hedge funds fraud protection,1.0
1378,742,thesaurus.topn3.replace,hedge funds fraud protection,1.0
1379,742,wiki.topn3,hedge funds fraud protection trader finance leveraged buyout arthur andersen hedge fund embezzlement extortion indictment fraud financial institution deposit account equity finance security finance,1.0
1380,742,word2vec.topn3,hedge funds fraud protection monies fraudulent,1.0
1381,742,wordnet.topn3,hedge funds fraud protection elude hedge in put off monetary resource investment firm pecuniary resource role player pseud protective covering auspices shelter,1.0
1382,743,-1,Freighter ship registration,0.2
1383,743,bertqe.topn10.bm25,under flag conveni nation secur,1.0
1384,743,bt_nllb_french,Register of freight vessels,1.0
1385,743,termluster.topn5.3.qld,freighter ship registration vessel,1.0
1386,743,bt_nllb_chinese_yue,The cargo ship is registered,0.5
1387,743,bt_nllb_persian,Register of ships,0.5
1388,743,glove.topn3,freighter ship registration ship vessel voter identification,0.5
1389,743,tagmee.topn3.replace,Cargo ship Cargo ship Ship registration,0.5
1390,743,tagmee.topn3,freighter ship registration Cargo ship Cargo ship Ship registration,0.3333
1391,743,conceptluster.topn5.3.qld,freighter ship registration ship registration cargo ship,0.25
1392,743,stem.lovins,freighter ship register,0.25
1393,743,word2vec.topn3,freighter ship registration cargo tanker vessel warship registering,0.25
1394,743,bt_bing_arabic,Cargo Ship Registration,0.2
1395,743,bt_bing_chinese_simplified,Cargo ship registration,0.2
1396,743,bt_bing_french,Registration of a cargo ship,0.2
1397,743,bt_bing_german,Registration of cargo ships,0.2
1398,743,bt_bing_korean,Cargo Ship Registration,0.2
1399,743,bt_bing_persian,Registration of cargo ships,0.2
1400,743,bt_bing_russian,Cargo Ship Registration,0.2
1401,743,bt_bing_swahili,Registration of cargo ship,0.2
1402,743,bt_bing_tamil,Cargo Ship Registration,0.2
1403,743,bt_nllb_russian,Registration of cargo vessels,0.2
1404,743,docluster.topn10.3.qld,freighter ship registration,0.2
1405,743,original,Freighter ship registration,0.2
1406,743,stem.krovetz,freighter ship registration,0.2
1407,743,stem.porter,freighter ship registr,0.2
1408,743,stem.porter2,freighter ship registr,0.2
1409,743,stem.sstemmer,freighter ship registration,0.2
1410,743,thesaurus.topn3,freighter ship registration,0.2
1411,743,thesaurus.topn3.replace,freighter ship registration,0.2
1412,744,-1,Counterfeit ID punishments,0.0
1413,744,bt_nllb_russian,Penalties for counterfeiting identity card,0.3333
1414,744,glove.topn3,counterfeit id punishments fake identification meted,0.2
1415,744,bt_bing_chinese_simplified,Penalties for forging identity documents,0.1429
1416,744,bt_nllb_chinese_yue,The punishment for fake ID,0.1111
1417,744,bt_nllb_korean,The punishment for fake ID,0.1111
1418,744,bt_bing_russian,Penalties for Identity Card Forgery,0.1
1419,744,bt_nllb_german,Penalties for counterfeit identification,0.1
1420,744,glove.topn3.replace,fake identification meted,0.0833
1421,744,bt_bing_french,Penalties for identity forgery,0.0588
1422,744,bt_nllb_arabic,The penalties for a fake identity,0.0455
1423,744,bt_nllb_swahili,False identity judgments,0.0278
1424,744,bt_bing_persian,Fraudulent punishments,0.0244
1425,744,bt_nllb_persian,The penalties for false identity,0.0227
1426,744,stem.paicehusk,counterfeit id pun,0.0189
1427,744,bt_bing_korean,Penalties for fake IDs,0.0169
1428,744,bt_bing_tamil,Fake ID penalties,0.0169
1429,744,bt_bing_arabic,Penalties for identity fraud,0.0154
1430,744,conceptnet.topn3.replace,counterfeit Idaho buying a beer Sentences,0.0135
1431,744,conceptnet.topn3,counterfeit id punishments Idaho buying a beer Sentences,0.0119
1432,744,sensedisambiguation.replace,counterfeit idaho punishment,0.0116
1433,744,wiki.topn3,counterfeit id punishments counterfeiters forgery theft counterfeit transactional analysis brief reactivpsychosis neurosis id ego super ego necessity retributivjustice mobbing punishment,0.0112
1434,744,wiki.topn3.replace,counterfeiters forgery theft counterfeit transactional analysis brief reactivpsychosis neurosis id ego super ego necessity retributivjustice mobbing punishment,0.0109
1435,744,bt_bing_swahili,Counter identification penalty,0.0106
1436,745,-1,Doomsday cults,1.0
1437,745,anchor.topn3,doomsday cults rustavelian decasyllab sharky,1.0
1438,745,bt_bing_chinese_simplified,Doomsday cult,1.0
1439,745,bt_bing_french,Apocalyptic Cults,1.0
1440,745,bt_bing_german,Doomsday Cults,1.0
1441,745,bt_bing_korean,Doomsday Worship,1.0
1442,745,bt_bing_malay,The cult of doomsday,1.0
1443,745,bt_bing_russian,Doomsday Cults,1.0
1444,745,bt_bing_swahili,Doomsday cult,1.0
1445,745,conceptluster.topn5.3.qld,doomsday cults,1.0
1446,745,docluster.topn10.3.qld,doomsday cults cult,1.0
1447,745,glove.topn3,doomsday cults cult aum sects,1.0
1448,745,glove.topn3.replace,cult aum sects,1.0
1449,745,original,Doomsday cults,1.0
1450,745,relevancefeedback.topn10.qld,doomsday cults cult religion religi,1.0
1451,745,rm3.topn10.10.0.5.bm25,doomsday cults cult religion religi,1.0
1452,745,rm3.topn10.10.0.5.qld,doomsday cults cult religion biolog,1.0
1453,745,stem.krovetz,doomsday cult,1.0
1454,745,stem.paicehusk,doomsday cult,1.0
1455,745,stem.porter,doomsdai cult,1.0
1456,745,stem.porter2,doomsday cult,1.0
1457,745,stem.sstemmer,doomsday cult,1.0
