,qid,order,query,bm25.recip_rank
838,INEX_XER-125,tagmee.topn3.replace,FIFA Club World Cup FIFA World Cup,0.5
839,INEX_XER-126,-1,toy train manufacturers that are still in business,1.0
840,INEX_XER-127,-1,german female politicians,1.0
841,INEX_XER-128,-1,Bond girls,1.0
842,INEX_XER-129,-1,Science fiction book written in the 1980,0.037
843,INEX_XER-129,rm3.topn10.10.0.5.bm25,Science fiction book written in the 1980,1.0
844,INEX_XER-129,rm3.topn10.10.0.5.qld,Science fiction book written in the 1980,1.0
845,INEX_XER-129,wiki.topn3,science fiction book written science fiction genres science fiction speculative fiction science fiction books publishing documents book vocabulary symbol narrative writing,0.5
846,INEX_XER-129,wiki.topn3.replace,science fiction genres science fiction speculative fiction science fiction books publishing documents book vocabulary symbol narrative writing,0.3333
847,INEX_XER-129,bertqe.topn10.bm25,categori professor shonku book,0.25
848,INEX_XER-129,tagmee.topn3,science fiction book written Science fiction Book Writing,0.1
849,INEX_XER-129,bt_bing_swahili,Science fiction novels published in,0.0769
850,INEX_XER-129,bertqe.topn10.qld,fiction novel postapocalypt novel john,0.0667
851,INEX_XER-129,bt_bing_chinese_simplified,The science fiction novel was written in,0.05
852,INEX_XER-129,bt_bing_korean,Science fiction novel written in,0.05
853,INEX_XER-129,conceptluster.topn5.3.bm25,science fiction book written book writing,0.0476
854,INEX_XER-129,conceptluster.topn5.3.qld,science fiction book written book writing,0.0476
855,INEX_XER-129,glove.topn3,science fiction book written scientific novels novel author wrote writing,0.0476
856,INEX_XER-130,-1,Star Trek Captains,1.0
857,INEX_XER-132,-1,living nordic classical composers,1.0
858,INEX_XER-133,-1,EU countries,1.0
859,INEX_XER-134,-1,record-breaking sprinters in male 100-meter sprints,0.3333
860,INEX_XER-134,sensedisambiguation,record breaking sprinters sprinter in male meter sprints dash,1.0
861,INEX_XER-134,rm3.topn10.10.0.5.bm25,record-breaking sprinters in male 100-meter sprints,0.5
862,INEX_XER-134,rm3.topn10.10.0.5.qld,record-breaking sprinters in male 100-meter sprints,0.5
863,INEX_XER-134,sensedisambiguation.replace,record breaking sprinter in male meter dash,0.5
864,INEX_XER-134,tagmee.topn3,record breaking sprinters male meter sprints Sprint running metres Sprint running,0.5
865,INEX_XER-134,word2vec.topn3,record breaking sprinters male meter sprints record setting record shattering near record hurdlers decathletes female Female meter meter meter sprinters,0.5
866,INEX_XER-134,wordnet.topn3,record breaking sprinters male meter sprints male person virile manful dash,0.5
867,INEX_XER-135,-1,professional baseball team in Japan,1.0
868,INEX_XER-136,-1,Japanese players in Major League Baseball,1.0
869,INEX_XER-138,-1,National Parks East Coast Canada US,0.05
870,INEX_XER-138,bt_nllb_russian,National parks of the Eastern coast of Canada,1.0
871,INEX_XER-138,bt_bing_german,National Parks East Coast Canada USA,0.5
872,INEX_XER-138,bt_bing_korean,East Coast National Parks of Canada USA,0.5
873,INEX_XER-138,bt_bing_russian,National Parks East Coast of Canada USA,0.5
874,INEX_XER-138,bt_nllb_korean,National Park on the east coast of Canada,0.5
875,INEX_XER-138,bt_nllb_swahili,National Parks on the East Coast of Canada,0.5
876,INEX_XER-138,bt_nllb_malay,The U S Canadian East Coast National Park,0.3333
877,INEX_XER-138,wiki.topn3,national parks east coast canada us field british columbia icefields parkway beaverhill lake national parks canada states territories established canada federal countries canada superpowers former confederations establishments united states united states,0.1429
878,INEX_XER-138,bt_bing_arabic,East Coast National Parks of Canada United States,0.125
879,INEX_XER-138,bt_bing_chinese_simplified,National Parks East Coast of Canada United States,0.125
880,INEX_XER-138,bt_bing_french,National Parks East Coast of Canada United States,0.125
881,INEX_XER-138,bt_bing_persian,East Coast National Parks of Canada United States,0.125
882,INEX_XER-138,bt_bing_swahili,National parks of East Coast Canada United States,0.125
883,INEX_XER-138,bt_bing_tamil,National Parks East Coast Canada U S,0.125
884,INEX_XER-138,bt_nllb_arabic,National parks east coast Canada United States,0.125
885,INEX_XER-138,bt_nllb_chinese_yue,National Parks Canada the east coast of the United States,0.125
886,INEX_XER-138,bt_nllb_french,National parks East coast of Canada United States,0.125
887,INEX_XER-138,bt_nllb_persian,National parks on the east coast of Canada United States,0.125
888,INEX_XER-138,bt_nllb_tamil,National parks east coast Canada United States,0.125
889,INEX_XER-138,glove.topn3,national parks east coast canada us public recreation attractions west southeast coastal canadian quebec u s u s,0.0833
890,INEX_XER-138,tagmee.topn3,national parks east coast canada us National Parks of Canada Canada United States,0.0714
891,INEX_XER-138,conceptluster.topn5.3.bm25,national parks east coast canada us united states national parks canada,0.0625
892,INEX_XER-138,conceptluster.topn5.3.qld,national parks east coast canada us national parks canada united states,0.0625
893,INEX_XER-139,-1,Films directed by Akira Kurosawa,1.0
894,INEX_XER-140,-1,Airports in Germany,1.0
895,INEX_XER-141,-1,Universities in Catalunya,1.0
896,INEX_XER-143,-1,Hanseatic league in Germany in the Netherlands Circle,0.2
897,INEX_XER-143,relevancefeedback.topn10.bm25,hanseatic league in germany in the netherlands circle netherland germani bocholt dortmund list hanseat bremen town kampen,1.0
898,INEX_XER-143,relevancefeedback.topn10.qld,hanseatic league in germany in the netherlands circle bremen netherland germani hanseat list c dortmund kampen,1.0
899,INEX_XER-143,stem.lovins,hanse leagu in german in th netherland circl,1.0
900,INEX_XER-143,bt_bing_persian,The Union of Hansa in Germany in the Netherlands Circle,0.5
901,INEX_XER-143,tagmee.topn3.replace,Hanseatic League Germany Netherlands Circle country subdivision,0.5
902,INEX_XER-143,bt_nllb_tamil,The Hanseatic League in Germany in the Netherlands,0.3333
903,INEX_XER-143,stem.trunc5,hanse leagu in germa in the nethe circl,0.25
904,INEX_XER-143,tagmee.topn3,hanseatic league germany netherlands circle Hanseatic League Germany Netherlands Circle country subdivision,0.25
905,INEX_XER-144,-1,chess world champions,1.0
906,INEX_XER-147,-1,Chemical elements that are named after people,0.0833
907,INEX_XER-147,bt_bing_chinese_simplified,A chemical element named after a person,1.0
908,INEX_XER-147,tagmee.topn3.replace,Chemical element,0.5
909,INEX_XER-147,sensedisambiguation,Chemical elements element that are named name after people,0.1429
910,INEX_XER-60,-1,olympic classes dinghy sailing,1.0
911,INEX_XER-62,-1,Neil Gaiman novels,1.0
912,INEX_XER-63,-1,Hugo awarded best novels,1.0
913,INEX_XER-64,-1,Alan Moore graphic novels adapted to film,0.5
914,INEX_XER-64,anchor.topn3,alan moore graphic novels adapted film kaimali dunbarney mal alan sprites animation focused pro pro psychology environ economics journ svalbard fauna femba tokongsub film insul,1.0
915,INEX_XER-64,bt_bing_german,Alan Moore Graphic Novels Adapted,1.0
916,INEX_XER-64,bt_bing_tamil,Alan Moore graphic novels turned into movies,1.0
917,INEX_XER-64,bt_nllb_chinese_yue,Alan Moore s graphic novel was made into a movie,1.0
918,INEX_XER-64,bt_nllb_swahili,Alan Moore graphic novels related to film,1.0
919,INEX_XER-64,conceptluster.topn5.3.bm25,alan moore graphic novels adapted film film film adaptation,1.0
920,INEX_XER-64,conceptluster.topn5.3.qld,alan moore graphic novels adapted film film film adaptation,1.0
921,INEX_XER-64,sensedisambiguation,Alan Moore graphic novels novel adapted adjust to film movie,1.0
922,INEX_XER-64,sensedisambiguation.replace,Alan moore graphic novel adjust to movie,1.0
923,INEX_XER-64,wiki.topn3,alan moore graphic novels adapted film english neopagans alan moore eisner award winners best writer alan moore subplot vignett literature period piece film adaptation film art media media formats film,1.0
924,INEX_XER-64,wiki.topn3.replace,english neopagans alan moore eisner award winners best writer alan moore subplot vignett literature period piece film adaptation film art media media formats film,1.0
925,INEX_XER-64,word2vec.topn3,alan moore graphic novels adapted film damien trevor david richards bellamy richardson novellas fiction modified movie,1.0
926,INEX_XER-64,word2vec.topn3.replace,damien trevor david richards bellamy richardson graphic novellas fiction modified movie,1.0
927,INEX_XER-64,wordnet.topn3,alan moore graphic novels adapted film Douglas Moore G E Moore George Edward Moore lifelike in writing altered adjust cinema take plastic film,1.0
928,INEX_XER-65,-1,Pacific navigators Australia explorers,0.5
929,INEX_XER-65,bertqe.topn10.bm25,explor pacif circumnavig globe jame,1.0
930,INEX_XER-65,bt_bing_chinese_simplified,Pacific navigator Australian explorer,1.0
931,INEX_XER-65,bt_bing_german,Pacific Seafarers Australia Explorers,1.0
932,INEX_XER-65,bt_bing_korean,Pacific Navigator Australian Explorer,1.0
933,INEX_XER-65,bt_bing_persian,Pacific Seafarers Australian Explorers,1.0
934,INEX_XER-65,bt_bing_tamil,Pacific sailors Australia explorers,1.0
935,INEX_XER-65,bt_nllb_arabic,The Pacific sailors are exploring Australia,1.0
936,INEX_XER-65,bt_nllb_chinese_yue,Pacific seafarers Australian explorers,1.0
937,INEX_XER-65,relevancefeedback.topn10.bm25,pacific navigators australia explorers de schouten tasman hm cook bayldon navig explor kotzebu torr,1.0
938,INEX_XER-65,relevancefeedback.topn10.qld,pacific navigators australia explorers tasman navig de explor schouten cook kotzebu dom bruni,1.0
939,INEX_XER-65,sensedisambiguation,Pacific navigators navigator Australia explorers explorer,1.0
940,INEX_XER-65,wiki.topn3,pacific navigators australia explorers pacifiocean oceans atlantic ocean pacific ocean circumnavigation lieutenant navy sortie navigator australia states territories australia australian capital cities australia list explorers continental drift javla grande exploration,1.0
941,INEX_XER-67,-1,Ferris and observation wheels,1.0
942,INEX_XER-72,-1,films shot in Venice,1.0
943,INEX_XER-73,-1,magazines about indie-music,1.0
944,INEX_XER-74,-1,circus mammals,0.0526
945,INEX_XER-74,bertqe.topn10.bm25,rogu eleph african eleph eleph,0.5
946,INEX_XER-74,sensedisambiguation,circus mammals mammal,0.1
947,INEX_XER-79,-1,Works by Charles Rennie Mackintosh,1.0
948,INEX_XER-81,-1,Movies about English hooligans,1.0
949,INEX_XER-86,-1,List of countries in World War Two,0.0192
950,INEX_XER-86,bertqe.topn10.qld,categori world war ii list,1.0
951,INEX_XER-86,bt_bing_arabic,List of countries in World War II,1.0
952,INEX_XER-86,bt_bing_french,List of countries of World War II,1.0
953,INEX_XER-86,bt_bing_german,List of countries in World War II,1.0
954,INEX_XER-86,bt_bing_korean,List of countries of World War II,1.0
955,INEX_XER-86,bt_bing_persian,List of countries in World War II,1.0
956,INEX_XER-86,bt_bing_swahili,List of countries in World War II,1.0
957,INEX_XER-86,bt_bing_tamil,List of countries in World War II,1.0
958,INEX_XER-86,bt_nllb_arabic,List of countries in World War II,1.0
959,INEX_XER-86,bt_nllb_chinese_yue,List of countries in World War II,1.0
960,INEX_XER-86,bt_nllb_french,List of countries of World War II,1.0
961,INEX_XER-86,bt_nllb_german,List of countries in World War II,1.0
962,INEX_XER-86,bt_nllb_korean,List of countries that fought in World War II,1.0
963,INEX_XER-86,bt_nllb_malay,List of countries in World War II,1.0
964,INEX_XER-86,tagmee.topn3.replace,World War II,0.5
965,INEX_XER-86,wiki.topn3,list countries world war two wars involving luxembourg wars involving poland wars involving netherlands world war ii,0.3333
966,INEX_XER-86,conceptluster.topn5.3.bm25,list countries world war two world war ii,0.2
967,INEX_XER-86,conceptluster.topn5.3.qld,list countries world war two world war ii,0.2
968,INEX_XER-86,tagmee.topn3,list countries world war two World War II,0.2
969,INEX_XER-86,wiki.topn3.replace,wars involving luxembourg wars involving poland wars involving netherlands world war ii,0.1111
970,INEX_XER-86,glove.topn3,list countries world war two nations governments time ever conflict three four,0.0588
971,INEX_XER-86,word2vec.topn3,list countries world war two list nations countires coutries globe country conflict three four five,0.05
972,INEX_XER-86,bt_nllb_persian,List of countries involved in World War II,0.0455
973,INEX_XER-86,bt_nllb_tamil,List of countries involved in World War II,0.0455
974,INEX_XER-86,bt_bing_russian,List of countries that participated in World War II,0.0357
975,INEX_XER-86,bt_nllb_swahili,List of countries that participated in World War II,0.0357
976,INEX_XER-86,wordnet.topn3,list countries world war two number lean area nation human race humans existence warfare state of war II,0.0233
977,INEX_XER-87,-1,Axis powers of World War II,1.0
978,INEX_XER-88,-1,Nordic authors who are known for children's literature,1.0
979,INEX_XER-91,-1,Paul Auster novels,1.0
980,INEX_XER-94,-1,Hybrid cars sold in Europe,1.0
981,INEX_XER-95,-1,Tom Hanks movies where he plays a leading role.,0.5
982,INEX_XER-95,bt_bing_chinese_simplified,Tom Hanks plays the lead role in the movie,1.0
983,INEX_XER-95,bt_bing_french,Tom Hanks films in which he plays a leading role,1.0
984,INEX_XER-95,bt_bing_german,Tom Hanks movies in which he plays a leading role,1.0
985,INEX_XER-95,bt_bing_korean,A movie starring Tom Hanks,1.0
986,INEX_XER-95,bt_bing_malay,Tom Hanks films in which he played the main role,1.0
987,INEX_XER-95,bt_bing_tamil,He has played the lead role in Tom Hanks films,1.0
988,INEX_XER-95,bt_nllb_chinese_yue,Tom Hanks is the main character in the movie,1.0
989,INEX_XER-95,bt_nllb_malay,Tom Hanks film in which he plays the lead role,1.0
990,INEX_XER-95,conceptnet.topn3,tom hanks movies plays leading role Thomas J Hanks a stage stage act starring character,1.0
991,INEX_XER-95,relevancefeedback.topn10.qld,tom hanks movies where he plays a leading role film actor american award plai cricket,1.0
992,INEX_XER-95,stem.lovins,tom hank mov whes he play a lead rol,1.0
993,INEX_XER-95,stem.paicehusk,tom hank movy wher he play a lead rol,1.0
994,INEX_XER-95,tagmee.topn3.replace,Tom Hanks Film Theatre Leading actor,1.0
995,INEX_XER-95,termluster.topn5.3.bm25,tom hanks movies plays leading role,1.0
996,INEX_XER-95,termluster.topn5.3.qld,tom hanks movies plays leading role,1.0
997,INEX_XER-95,thesaurus.topn3,tom hanks movies plays leading role,1.0
998,INEX_XER-95,thesaurus.topn3.replace,tom hanks movies plays leading role,1.0
999,INEX_XER-95,wiki.topn3,tom hanks movies plays leading role chabot college alumni drew barrymore sandra bullock tom hanks film art media media formats film stage terminology theatre stagecraft theatre thnight young las vegas film critics society onspecial night leading actor,1.0
1000,INEX_XER-95,wiki.topn3.replace,chabot college alumni drew barrymore sandra bullock tom hanks film art media media formats film stage terminology theatre stagecraft theatre thnight young las vegas film critics society onspecial night leading actor,1.0
1001,INEX_XER-95,word2vec.topn3,tom hanks movies plays leading role clancy daley kersey slub films led rôle,1.0
1002,INEX_XER-95,wordnet.topn3.replace,gobbler Uncle Tom Tom Hanks Thomas J Hanks motion picture flick fiddle period of play playact star pass moderate purpose character part,1.0
1003,INEX_XER-96,-1,Pure object-oriented programing languages,0.25
1004,INEX_XER-96,anchor.topn3.replace,bhujiawala haldiram vital vi object oriented programing languages,0.5
1005,INEX_XER-96,bt_nllb_persian,Purely directed programming languages,0.5
1006,INEX_XER-96,conceptluster.topn5.3.bm25,pure object oriented programing languages object oriented programming programming language purely functional computer programming,0.5
1007,INEX_XER-96,conceptluster.topn5.3.qld,pure object oriented programing languages computer programming programming language object oriented programming purely functional,0.5
1008,INEX_XER-96,glove.topn3,pure object oriented programing languages essence whereas smalltalk constructs simulcasts airs spoken,0.5
1009,INEX_XER-96,relevancefeedback.topn10.bm25,pure object oriented programing languages program design door type tcl languag,0.5
1010,INEX_XER-96,relevancefeedback.topn10.qld,pure object oriented programing languages program languag tcl,0.5
1011,INEX_XER-96,tagmee.topn3,pure object oriented programing languages Purely functional Object oriented programming Computer programming Programming language,0.5
1012,INEX_XER-96,tagmee.topn3.replace,Purely functional Object oriented programming Computer programming Programming language,0.5
1013,INEX_XER-96,word2vec.topn3.replace,unadulterated purest object orientated object orientation programming langauges,0.5
1014,INEX_XER-96,bt_nllb_russian,Clean object oriented programming languages,0.3333
1015,INEX_XER-96,word2vec.topn3,pure object oriented programing languages unadulterated purest object orientated object orientation programming langauges,0.3333
1016,INEX_XER-97,-1,Compilers that can compile both C and C++,1.0
1017,INEX_XER-98,-1,Makers of lawn tennis rackets,0.0667
1018,INEX_XER-98,bt_bing_chinese_simplified,Lawn tennis racket manufacturer,1.0
1019,INEX_XER-98,bt_bing_french,Lawn Tennis Racket Manufacturers,1.0
1020,INEX_XER-98,bt_bing_german,Manufacturer of lawn tennis rackets,1.0
1021,INEX_XER-98,bt_bing_korean,Lawn Tennis Racket Manufacturer,1.0
1022,INEX_XER-98,bt_bing_russian,Lawn Tennis Racket Manufacturers,1.0
1023,INEX_XER-98,bt_bing_swahili,Manufacturers of lawn tennis rackets,1.0
1024,INEX_XER-98,bt_nllb_french,Manufacturers of lawn tennis rackets,1.0
1025,INEX_XER-98,bt_nllb_german,Manufacturers of lawn tennis rackets,1.0
1026,INEX_XER-98,bt_nllb_korean,We re a manufacturer of lawn tennis rackets,1.0
1027,INEX_XER-98,bt_nllb_malay,Manufacturer of lawn tennis rackets,1.0
1028,INEX_XER-98,bt_nllb_swahili,Manufacturers of lawn tennis rackets,1.0
1029,INEX_XER-98,bt_nllb_tamil,The manufacturers of lawn tennis rackets,1.0
1030,INEX_XER-98,sensedisambiguation,Makers manufacturer of lawn tennis rackets racket,1.0
1031,INEX_XER-98,sensedisambiguation.replace,manufacturer of lawn tennis racket,1.0
1032,INEX_XER-98,tagmee.topn3.replace,Tennis Tennis Racket sports equipment,1.0
1033,INEX_XER-98,word2vec.topn3,makers lawn tennis rackets manufacturers manufacturer mowing racquet badminton racquets,0.5
1034,INEX_XER-98,wordnet.topn3,makers lawn tennis rackets Divine Jehovah Lord lawn tennis jollify fraudulent scheme revel,0.5
1035,INEX_XER-98,bt_nllb_russian,Manufacturers of lawn tennis rockets,0.3333
1036,INEX_XER-98,conceptluster.topn5.3.bm25,makers lawn tennis rackets tennis racket sports equipment,0.3333
1037,INEX_XER-98,conceptluster.topn5.3.qld,makers lawn tennis rackets tennis racket sports equipment,0.3333
1038,INEX_XER-98,tagmee.topn3,makers lawn tennis rackets Tennis Tennis Racket sports equipment,0.3333
1039,INEX_XER-98,wordnet.topn3.replace,Godhead manufacturing business Creator lawn lawn tennis racquet make merry dissonance,0.3333
1040,INEX_XER-98,bt_bing_tamil,Meadow Tennis Racquet Builders,0.25
1041,INEX_XER-98,word2vec.topn3.replace,manufacturers manufacturer mowing racquet badminton racquets,0.25
1042,INEX_XER-98,glove.topn3,makers lawn tennis rackets manufacturers beside badminton tournament em,0.2
1043,INEX_XER-98,wiki.topn3.replace,tennis racquet sports sports rules regulations tennis tennis racquet sports sports rules regulations tennis badminton equipment boardsport shuttlecock racket sports equipment,0.2
1044,INEX_XER-98,bt_nllb_arabic,The manufacturer of tennis racquets for the fatigued,0.1667
1045,INEX_XER-98,wiki.topn3,makers lawn tennis rackets tennis racquet sports sports rules regulations tennis tennis racquet sports sports rules regulations tennis badminton equipment boardsport shuttlecock racket sports equipment,0.1429
1046,INEX_XER-98,anchor.topn3,makers lawn tennis rackets ride on mower rid montmesa weidenhausen x,0.125
1047,INEX_XER-98,conceptnet.topn3,makers lawn tennis rackets grass a sport a game court battledore,0.1
1048,INEX_XER-98,relevancefeedback.topn10.bm25,makers of lawn tennis rackets tenni racket olymp club,0.0909
1049,INEX_XER-98,bt_bing_malay,Grass tennis racket maker,0.0714
1050,INEX_XER-99,-1,Computer systems that have a recursive acronym for the name,1.0
1051,QALD2_te-1,-1,Which German cities have more than 250000 inhabitants?,0.1429
1052,QALD2_te-1,bt_bing_korean,Which German city has a population of more than,1.0
1053,QALD2_te-1,bt_nllb_chinese_yue,Which city in Germany has more than people,1.0
1054,QALD2_te-1,bt_nllb_persian,Which German cities have a population of more than,0.3333
1055,QALD2_te-1,relevancefeedback.topn10.bm25,which german cities have more than inhabitants tangier softwar oper northcliff award deal citi fund lyari hall,0.3333
1056,QALD2_te-1,bt_nllb_malay,Which city in Germany has more than inhabitants,0.25
1057,QALD2_te-1,bt_nllb_arabic,What German city has more than inhabitants,0.2
1058,QALD2_te-1,bt_bing_arabic,Which German cities have a population of more than inhabitants,0.1667
1059,QALD2_te-1,wiki.topn3,german cities inhabitants ethnigroups germany german people poles germans municipio communications latin america demographics panama demonym,0.1667
1060,QALD2_te-100,-1,Who produces Orangina?,1.0
1061,QALD2_te-11,-1,Who is the Formula 1 race driver with the most races?,0.0116
1062,QALD2_te-11,wiki.topn3,formula race driver races racing formulas formula racing series formula one formula one abu dhabi grand prix bahrain grand prix korean grand prix bahrain grand prix auto racing sports car racing kart racing auto racing auto racing sports car racing kart racing auto racing,0.3333
1063,QALD2_te-11,wiki.topn3.replace,racing formulas formula racing series formula one formula one abu dhabi grand prix bahrain grand prix korean grand prix bahrain grand prix auto racing sports car racing kart racing auto racing auto racing sports car racing kart racing auto racing,0.3333
1064,QALD2_te-11,relevancefeedback.topn10.bm25,who is the formula race driver with the most races seri prix car renault,0.04
1065,QALD2_te-11,relevancefeedback.topn10.qld,who is the formula race driver with the most races grand car,0.0233
1066,QALD2_te-11,rm3.topn10.10.0.5.bm25,Who is the Formula 1 race driver with the most races?,0.0233
1067,QALD2_te-11,rm3.topn10.10.0.5.qld,Who is the Formula 1 race driver with the most races?,0.0233
1068,QALD2_te-11,bt_bing_persian,Who is the Formula One driver with the most races,0.0169
1069,QALD2_te-11,bt_nllb_arabic,Who s the Formula One driver with the most races,0.0125
1070,QALD2_te-11,bt_nllb_french,Who s the most raced Formula One driver,0.0125
1071,QALD2_te-11,bt_nllb_german,Who s the Formula One driver with the most races,0.0125
1072,QALD2_te-11,bt_nllb_korean,Who s the Formula One driver with the most races,0.0125
1073,QALD2_te-11,bt_nllb_malay,Who s the most raced Formula One driver,0.0125
1074,QALD2_te-11,bt_bing_russian,Who is the most Formula driver,0.0122
1075,QALD2_te-11,bt_bing_chinese_simplified,Who is the most raced Formula driver,0.012
1076,QALD2_te-11,bt_bing_french,Who is the Formula driver with the most races,0.012
1077,QALD2_te-12,-1,Give me all world heritage sites designated within the past five years.,0.05
1078,QALD2_te-12,bertqe.topn10.qld,name list world heritag site,1.0
1079,QALD2_te-12,bt_bing_swahili,Give me all the world heritage sites selected within the last five years,0.3333
1080,QALD2_te-12,bt_nllb_korean,Give me all the World Heritage sites you ve designated in the last five years,0.3333
1081,QALD2_te-12,bt_bing_arabic,Give me all the World Heritage sites that have been designated within the last five years,0.1429
1082,QALD2_te-12,wiki.topn3.replace,video greatest hits history foolish beat lovnever felt good give world heritage sites environment protected areas world heritage site,0.1429
1083,QALD2_te-12,termluster.topn5.3.bm25,give world heritage sites designated within past five years,0.125
1084,QALD2_te-12,termluster.topn5.3.qld,give world heritage sites designated within past five years,0.125
1085,QALD2_te-12,thesaurus.topn3,give world heritage sites designated within past five years,0.125
1086,QALD2_te-12,thesaurus.topn3.replace,give world heritage sites designated within past five years,0.125
1087,QALD2_te-12,relevancefeedback.topn10.qld,give me all world heritage sites designated within the past five years heritag nara site histor caraca sian provinc,0.1111
1088,QALD2_te-12,bt_bing_russian,Name me all the World Heritage Sites that have been listed in the last five years,0.0769
1089,QALD2_te-12,sensedisambiguation,Give render me all world worldly concern heritage inheritance sites web site designated delegate within inside the past five years year,0.0667
1090,QALD2_te-12,bt_bing_chinese_simplified,Give me all the World Heritage Sites designated within the last five years,0.0625
1091,QALD2_te-12,bt_bing_tamil,Give me all the World Heritage Sites designated within the last five years,0.0625
1092,QALD2_te-12,relevancefeedback.topn10.bm25,give me all world heritage sites designated within the past five years heritag histor güell cave sian archaeolog toi member caraca nara,0.0625
1093,QALD2_te-13,-1,Who is the youngest player in the Premier League?,0.25
1094,QALD2_te-13,bt_bing_malay,Who is the youngest player in the English Premier League,0.5
1095,QALD2_te-13,conceptnet.topn3,youngest player premier league record first lieutenant,0.5
1096,QALD2_te-13,relevancefeedback.topn10.bm25,who is the youngest player in the premier league fc footbal,0.5
1097,QALD2_te-13,relevancefeedback.topn10.qld,who is the youngest player in the premier league footbal fc,0.5
1098,QALD2_te-13,conceptluster.topn5.3.bm25,youngest player premier league promiscuity,0.3333
1099,QALD2_te-13,conceptluster.topn5.3.qld,youngest player premier league promiscuity,0.3333
1100,QALD2_te-13,glove.topn3,youngest player premier league eldest oldest playing prime premiership football,0.3333
1101,QALD2_te-13,termluster.topn5.3.bm25,youngest player premier league,0.3333
1102,QALD2_te-13,termluster.topn5.3.qld,youngest player premier league,0.3333
1103,QALD2_te-13,thesaurus.topn3,youngest player premier league,0.3333
1104,QALD2_te-13,thesaurus.topn3.replace,youngest player premier league,0.3333
1105,QALD2_te-14,-1,Give me all members of Prodigy.,0.0714
1106,QALD2_te-14,wiki.topn3,give members prodigy video greatest hits history foolish beat lovnever felt good give lifstory norfolk coast album band members big beat musicians thchemical brothers thstonroses prodigy,0.25
1107,QALD2_te-14,wiki.topn3.replace,video greatest hits history foolish beat lovnever felt good give lifstory norfolk coast album band members big beat musicians thchemical brothers thstonroses prodigy,0.25
1108,QALD2_te-14,tagmee.topn3.replace,Give In to Me The Members The Prodigy,0.0909
1109,QALD2_te-14,glove.topn3,give members prodigy take others youngster,0.0769
1110,QALD2_te-15,-1,What is the longest river?,1.0
1111,QALD2_te-17,-1,Give me all cars that are produced in Germany.,0.25
1112,QALD2_te-17,bt_bing_korean,Give out all the cars produced in Germany,1.0
1113,QALD2_te-17,glove.topn3.replace,take vehicles produced german berlin,1.0
1114,QALD2_te-17,sensedisambiguation,Give render me all cars car that are produced produce in Germany,1.0
1115,QALD2_te-17,termluster.topn5.3.bm25,give cars produced germany,1.0
1116,QALD2_te-17,termluster.topn5.3.qld,give cars produced germany,1.0
1117,QALD2_te-17,thesaurus.topn3,give cars produced germany,1.0
1118,QALD2_te-17,thesaurus.topn3.replace,give cars produced germany,1.0
1119,QALD2_te-17,glove.topn3,give cars produced germany take vehicles german berlin,0.5
1120,QALD2_te-19,-1,Give me all people that were born in Vienna and died in Berlin.,0.0323
1121,QALD2_te-19,wiki.topn3,give people born vienna died berlin video greatest hits history foolish beat lovnever felt good give wine regions austria world heritage sites austria states austria vienna berlin german state capitals port cities towns germany berlin,0.1667
1122,QALD2_te-19,glove.topn3,give people born vienna died berlin take others those née married grahts berlin death killed vienna bonn,0.0833
1123,QALD2_te-19,termluster.topn5.3.bm25,give people born vienna died berlin,0.0667
1124,QALD2_te-19,termluster.topn5.3.qld,give people born vienna died berlin,0.0667
1125,QALD2_te-19,thesaurus.topn3,give people born vienna died berlin,0.0667
1126,QALD2_te-19,thesaurus.topn3.replace,give people born vienna died berlin,0.0667
1127,QALD2_te-19,stem.krovetz,give me all people that were born in vienna and die in berlin,0.0588
1128,QALD2_te-19,stem.porter2,give me all peopl that were born in vienna and die in berlin,0.0588
1129,QALD2_te-19,conceptnet.topn3,give people born vienna died berlin offer provide pay crowd stupid talk to each other birthday birth cross,0.05
1130,QALD2_te-19,bt_bing_malay,Give me everyone who was born in Vienna and died in Berlin,0.0455
1131,QALD2_te-19,wordnet.topn3,give people born vienna died berlin sacrifice turn over open mass the great unwashed multitude gestate carry put up capital of Austria Austrian capital choke cash in one s chips kick the bucket German capital Israel Baline Irving Berlin,0.0333
1132,QALD2_te-2,-1,Who was the successor of John F. Kennedy?,0.0
1133,QALD2_te-2,glove.topn3.replace,succeed james rohch j p f jfk,0.5
1134,QALD2_te-2,wordnet.topn3,successor john f kennedy heir replacement privy St John the Apostle JFK Kennedy Interrnational John Fitzgerald Kennedy,0.5
1135,QALD2_te-2,wordnet.topn3.replace,replacement heir toilet whoremaster f John Fitzgerald Kennedy President Kennedy JFK,0.25
1136,QALD2_te-2,glove.topn3,successor john f kennedy succeed james rohch j p f jfk,0.2
1137,QALD2_te-2,tagmee.topn3.replace,John F Kennedy,0.1667
1138,QALD2_te-2,word2vec.topn3,successor john f kennedy predecessor succesor michael elton keith e g d mccarthy jfk lawrence,0.0345
1139,QALD2_te-21,-1,What is the capital of Canada?,0.0
1140,QALD2_te-21,termluster.topn5.3.bm25,capital canada,0.0122
1141,QALD2_te-21,termluster.topn5.3.qld,capital canada,0.0122
1142,QALD2_te-21,thesaurus.topn3,capital canada,0.0122
1143,QALD2_te-21,thesaurus.topn3.replace,capital canada,0.0122
1144,QALD2_te-22,-1,Who is the governor of Texas?,0.5
