,qid,order,query,bm25.map
6744,INEX_XER-122,rm3.topn10.10.0.5.bm25,Movies with eight or more Academy Awards,0.0013
6745,INEX_XER-122,rm3.topn10.10.0.5.qld,Movies with eight or more Academy Awards,0.0013
6746,INEX_XER-122,stem.krovetz,movies with eight or more academy award,0.0013
6747,INEX_XER-122,stem.porter,movi with eight or more academi award,0.0013
6748,INEX_XER-122,stem.porter2,movi with eight or more academi award,0.0013
6749,INEX_XER-122,stem.sstemmer,movy with eight or more academy award,0.0013
6750,INEX_XER-122,bt_bing_chinese_simplified,Films that have won eight or more Academy Awards,0.0011
6751,INEX_XER-122,bt_nllb_persian,Films that have won eight or more Academy Awards,0.0011
6752,INEX_XER-122,bertqe.topn10.qld,categori list award actor leonardo,0.0006
6753,INEX_XER-122,glove.topn3,movies eight academy awards films six nine sciences nominations,0.0006
6754,INEX_XER-122,relevancefeedback.topn10.bm25,movies with eight or more academy awards film potter actress actor rockford,0.0006
6755,INEX_XER-122,relevancefeedback.topn10.qld,movies with eight or more academy awards potter award film,0.0006
6756,INEX_XER-122,wordnet.topn3,movies eight academy awards motion picture flick ogdoad eighter from Decatur honorary society laurels grant,0.0006
6757,INEX_XER-122,bertqe.topn10.bm25,american film produc year birth,0.0
6758,INEX_XER-122,bt_bing_arabic,Films with eight or more Academy Awards,0.0
6759,INEX_XER-122,bt_bing_french,Films with eight or more Oscars,0.0
6760,INEX_XER-122,bt_bing_german,Films with eight or more Oscars,0.0
6761,INEX_XER-122,bt_bing_korean,Films with more than Academy Awards,0.0
6762,INEX_XER-122,bt_bing_malay,Films with eight or more Academy Awards,0.0
6763,INEX_XER-122,bt_bing_persian,Films with eight or more Oscars,0.0
6764,INEX_XER-122,bt_bing_russian,Films with eight or more Academy Awards,0.0
6765,INEX_XER-122,bt_nllb_chinese_yue,or more Oscars,0.0
6766,INEX_XER-122,bt_nllb_korean,More than eight Academy Awards,0.0
6767,INEX_XER-122,bt_nllb_malay,Films with eight or more Academy Awards,0.0
6768,INEX_XER-122,bt_nllb_russian,Movies with eight or more Oscars,0.0
6769,INEX_XER-122,bt_nllb_swahili,Eight or more Academy Awards and films,0.0
6770,INEX_XER-122,conceptnet.topn3,movies eight academy awards seven number nine academism,0.0
6771,INEX_XER-122,conceptnet.topn3.replace,movies seven number nine academism awards,0.0
6772,INEX_XER-122,glove.topn3.replace,films six nine sciences nominations,0.0
6773,INEX_XER-122,stem.lovins,mov with eight or mor academ award,0.0
6774,INEX_XER-122,stem.trunc4,movi with eigh or more acad awar,0.0
6775,INEX_XER-122,stem.trunc5,movie with eight or more acade award,0.0
6776,INEX_XER-122,wiki.topn3.replace,film art media media formats film academy motion picturarts sciences american film institute featurlength academy awards,0.0
6777,INEX_XER-122,word2vec.topn3,movies eight academy awards films nine seven six accolades,0.0
6778,INEX_XER-122,word2vec.topn3.replace,films nine seven six academy accolades,0.0
6779,INEX_XER-122,wordnet.topn3.replace,moving picture picture show moving picture show octad eighter honorary society prize honor accolade,0.0
6780,INEX_XER-123,-1,FIFA world cup national team winners since 1974,0.0294
6781,INEX_XER-123,rm3.topn10.10.0.5.bm25,FIFA world cup national team winners since 1974,0.0436
6782,INEX_XER-123,rm3.topn10.10.0.5.qld,FIFA world cup national team winners since 1974,0.0436
6783,INEX_XER-123,bt_bing_arabic,FIFA World Cup winners since,0.0294
6784,INEX_XER-123,bt_bing_french,FIFA World Cup winners since,0.0294
6785,INEX_XER-123,bt_bing_german,FIFA World Cup winner since,0.0294
6786,INEX_XER-123,bt_bing_persian,Winners of the FIFA World Cup since,0.0294
6787,INEX_XER-123,bt_bing_russian,FIFA World Cup winners since,0.0294
6788,INEX_XER-123,bt_bing_swahili,FIFA World Cup winners since,0.0294
6789,INEX_XER-123,bt_bing_tamil,FIFA World Cup national team winners since,0.0294
6790,INEX_XER-123,bt_nllb_arabic,National team winner of the FIFA World Cup since,0.0294
6791,INEX_XER-123,bt_nllb_french,The winners of the national team of the FIFA World Cup since,0.0294
6792,INEX_XER-123,bt_nllb_korean,National team winner of the FIFA World Cup since,0.0294
6793,INEX_XER-123,bt_nllb_malay,National team winner of the FIFA World Cup since,0.0294
6794,INEX_XER-123,bt_nllb_persian,The winners of the FIFA World Cup since,0.0294
6795,INEX_XER-123,bt_nllb_swahili,Winners of the national team of the FIFA World Cup since,0.0294
6796,INEX_XER-123,bt_nllb_tamil,National team winners of the FIFA World Cup since,0.0294
6797,INEX_XER-123,docluster.topn10.3.bm25,fifa world cup national team winners since,0.0294
6798,INEX_XER-123,docluster.topn10.3.qld,fifa world cup national team winners since,0.0294
6799,INEX_XER-123,original,FIFA world cup national team winners since,0.0294
6800,INEX_XER-123,relevancefeedback.topn10.bm25,fifa world cup national team winners since footbal,0.0294
6801,INEX_XER-123,relevancefeedback.topn10.qld,fifa world cup national team winners since footbal,0.0294
6802,INEX_XER-123,stem.krovetz,fifa world cup national team winner since,0.0294
6803,INEX_XER-123,stem.porter,fifa world cup nation team winner sinc,0.0294
6804,INEX_XER-123,stem.porter2,fifa world cup nation team winner sinc,0.0294
6805,INEX_XER-123,stem.sstemmer,fifa world cup national team winner since,0.0294
6806,INEX_XER-123,termluster.topn5.3.bm25,fifa world cup national team winners since,0.0294
6807,INEX_XER-123,termluster.topn5.3.qld,fifa world cup national team winners since,0.0294
6808,INEX_XER-123,thesaurus.topn3,fifa world cup national team winners since,0.0294
6809,INEX_XER-123,thesaurus.topn3.replace,fifa world cup national team winners since,0.0294
6810,INEX_XER-123,wiki.topn3.replace,fifa world cup fifa competitions fifa world cup fifa world cup fifa world cup fifa competitions fifa world cup fifa world cup runner up formula asia black belt martial arts champion,0.0269
6811,INEX_XER-123,conceptnet.topn3,fifa world cup national team winners since glass a table flag The Bulls happy,0.0196
6812,INEX_XER-123,sensedisambiguation,FIFA world worldly concern cup national team winners winner since,0.0196
6813,INEX_XER-123,word2vec.topn3,fifa world cup national team winners since uefa blatter globe country sippy regional international local squad losers although though when,0.0167
6814,INEX_XER-123,wordnet.topn3,fifa world cup national team winners since populace mankind reality transfuse home subject team up squad success victor,0.0164
6815,INEX_XER-123,wiki.topn3,fifa world cup national team winners since fifa world cup fifa competitions fifa world cup fifa world cup fifa world cup fifa competitions fifa world cup fifa world cup runner up formula asia black belt martial arts champion,0.0156
6816,INEX_XER-123,bertqe.topn10.qld,world cupspan fifa world cupbrwin,0.0136
6817,INEX_XER-123,sensedisambiguation.replace,FIFA worldly concern cup national team winner since,0.0098
6818,INEX_XER-123,tagmee.topn3,fifa world cup national team winners since FIFA World Cup FIFA World Cup Champion,0.0088
6819,INEX_XER-123,glove.topn3,fifa world cup national team winners since blatter uefa time ever champions public squad finalists last years,0.0077
6820,INEX_XER-123,bt_nllb_chinese_yue,The winning national team of the FIFA World Cup since,0.0075
6821,INEX_XER-123,tagmee.topn3.replace,FIFA World Cup FIFA World Cup Champion,0.0075
6822,INEX_XER-123,word2vec.topn3.replace,uefa blatter globe country sippy regional international local squad losers although though when,0.0074
6823,INEX_XER-123,anchor.topn3,fifa world cup national team winners since fifpro fifa cirh world list pekōrya mou sportsho wellingborough br sosrosoegondo sozialisten national noodzaak paris span stuttgart stammheim wf rexqu,0.0066
6824,INEX_XER-123,conceptluster.topn5.3.bm25,fifa world cup national team winners since fifa world cup champion,0.0066
6825,INEX_XER-123,conceptluster.topn5.3.qld,fifa world cup national team winners since champion fifa world cup,0.0066
6826,INEX_XER-123,glove.topn3.replace,blatter uefa time ever champions public squad finalists last years,0.002
6827,INEX_XER-123,bt_nllb_russian,World team winners since,0.0019
6828,INEX_XER-123,bt_nllb_german,FIFA World Cup since,0.0018
6829,INEX_XER-123,anchor.topn3.replace,fifpro fifa cirh world list pekōrya mou sportsho wellingborough br sosrosoegondo sozialisten national noodzaak paris span stuttgart stammheim wf rexqu winners since,0.0017
6830,INEX_XER-123,conceptnet.topn3.replace,fifa world glass a table flag The Bulls happy since,0.0016
6831,INEX_XER-123,stem.trunc5,fifa world cup natio team winne since,0.0013
6832,INEX_XER-123,bt_bing_korean,FIFA World Cup national team since,0.0012
6833,INEX_XER-123,wordnet.topn3.replace,fifa human race humans existence transfuse internal subject squad team up success victor succeeder since,0.0011
6834,INEX_XER-123,stem.trunc4,fifa worl cup nati team winn sinc,0.0008
6835,INEX_XER-123,bertqe.topn10.bm25,fifa world cup qualif ofc,0.0
6836,INEX_XER-123,bt_bing_chinese_simplified,FIFA World Cup national team champion since,0.0
6837,INEX_XER-123,bt_bing_malay,FIFA World Cup national team champion since,0.0
6838,INEX_XER-123,stem.lovins,fif world cup nat team winner sinc,0.0
6839,INEX_XER-123,stem.paicehusk,fif world cup nat team win sint,0.0
6840,INEX_XER-124,-1,Novels that won the Booker Prize,0.3733
6841,INEX_XER-124,tagmee.topn3.replace,Novel Man Booker Prize,0.4613
6842,INEX_XER-124,conceptluster.topn5.3.bm25,novels booker prize man booker prize,0.46
6843,INEX_XER-124,conceptluster.topn5.3.qld,novels booker prize man booker prize,0.46
6844,INEX_XER-124,tagmee.topn3,novels booker prize Novel Man Booker Prize,0.4556
6845,INEX_XER-124,termluster.topn5.3.bm25,novels booker prize,0.4172
6846,INEX_XER-124,termluster.topn5.3.qld,novels booker prize,0.4172
6847,INEX_XER-124,thesaurus.topn3,novels booker prize,0.4172
6848,INEX_XER-124,thesaurus.topn3.replace,novels booker prize,0.4172
6849,INEX_XER-124,bt_bing_french,Novels that won the Booker Prize,0.3733
6850,INEX_XER-124,bt_bing_persian,Novels that won the Booker Prize,0.3733
6851,INEX_XER-124,bt_nllb_arabic,Novels that won the Booker Prize,0.3733
6852,INEX_XER-124,bt_nllb_german,Novels that won the Booker Prize,0.3733
6853,INEX_XER-124,bt_nllb_persian,The novels that won the Booker Prize,0.3733
6854,INEX_XER-124,bt_nllb_russian,Novels that won the Booker Prize,0.3733
6855,INEX_XER-124,docluster.topn10.3.bm25,novels that won the booker prize,0.3733
6856,INEX_XER-124,docluster.topn10.3.qld,novels that won the booker prize,0.3733
6857,INEX_XER-124,original,Novels that won the Booker Prize,0.3733
6858,INEX_XER-124,rm3.topn10.10.0.5.bm25,Novels that won the Booker Prize,0.3733
6859,INEX_XER-124,rm3.topn10.10.0.5.qld,Novels that won the Booker Prize,0.3733
6860,INEX_XER-124,stem.porter,novel that won the booker prize,0.3733
6861,INEX_XER-124,stem.porter2,novel that won the booker prize,0.3733
6862,INEX_XER-124,stem.sstemmer,novel that won the booker prize,0.3733
6863,INEX_XER-124,anchor.topn3,novels booker prize wildkat rockin romani starodubka friedebert sødringsk,0.3547
6864,INEX_XER-124,stem.lovins,novel that won th booker priz,0.3532
6865,INEX_XER-124,bt_nllb_swahili,Books that won the Booker Prize,0.2761
6866,INEX_XER-124,conceptnet.topn3,novels booker prize a bookstore literature bibliomystery booking agent reward,0.2606
6867,INEX_XER-124,sensedisambiguation,Novels novel that won win the Booker Prize,0.2512
6868,INEX_XER-124,wordnet.topn3,novels booker prize booking agent jimmy value lever,0.2207
6869,INEX_XER-124,bt_bing_arabic,Booker Prize winning novels,0.2145
6870,INEX_XER-124,bt_bing_chinese_simplified,Booker Prize winning novels,0.2145
6871,INEX_XER-124,bt_bing_german,Booker Prize winning novels,0.2145
6872,INEX_XER-124,bt_bing_korean,Booker Prize winning novel,0.2145
6873,INEX_XER-124,bt_bing_malay,Booker Prize winning novels,0.2145
6874,INEX_XER-124,bt_bing_russian,Booker Prize winning novels,0.2145
6875,INEX_XER-124,bt_bing_swahili,Booker Prize winning novels,0.2145
6876,INEX_XER-124,bt_nllb_chinese_yue,Booker Prize winning novel,0.2145
6877,INEX_XER-124,bt_nllb_korean,Booker Prize winning novel,0.2145
6878,INEX_XER-124,bt_nllb_malay,Booker Prize winning novel,0.2145
6879,INEX_XER-124,sensedisambiguation.replace,novel that win the booker prize,0.2145
6880,INEX_XER-124,relevancefeedback.topn10.qld,novels that won the booker prize scottish novel russian,0.1696
6881,INEX_XER-124,relevancefeedback.topn10.bm25,novels that won the booker prize new novel british scottish hill,0.1104
6882,INEX_XER-124,bt_bing_tamil,List of Booker Prize winning novels,0.0797
6883,INEX_XER-124,bt_nllb_tamil,The book was shortlisted for the Booker Prize,0.0528
6884,INEX_XER-124,word2vec.topn3,novels booker prize novellas fiction promoter gig,0.052
6885,INEX_XER-124,wiki.topn3,novels booker prize novels prose fiction forms novel picador imprint mister johnson novel whitbread awards man booker prize,0.0414
6886,INEX_XER-124,bertqe.topn10.qld,attribut russian booker prize,0.032
6887,INEX_XER-124,glove.topn3,novels booker prize fiction k bb nobel,0.0219
6888,INEX_XER-124,bt_nllb_french,The Booker Prize winning novelist,0.0198
6889,INEX_XER-124,stem.krovetz,novel that won the book prize,0.0141
6890,INEX_XER-124,stem.trunc5,novel that won the booke prize,0.0141
6891,INEX_XER-124,wiki.topn3.replace,novels prose fiction forms novel picador imprint mister johnson novel whitbread awards man booker prize,0.0136
6892,INEX_XER-124,stem.paicehusk,novel that won the book priz,0.0003
6893,INEX_XER-124,anchor.topn3.replace,novels wildkat rockin romani starodubka friedebert sødringsk,0.0
6894,INEX_XER-124,bertqe.topn10.bm25,categori polit group new zealand,0.0
6895,INEX_XER-124,conceptnet.topn3.replace,a bookstore literature bibliomystery booking agent reward,0.0
6896,INEX_XER-124,glove.topn3.replace,fiction k bb nobel,0.0
6897,INEX_XER-124,stem.trunc4,nove that won the book priz,0.0
6898,INEX_XER-124,word2vec.topn3.replace,novellas fiction promoter gig prize,0.0
6899,INEX_XER-124,wordnet.topn3.replace,novels booking agent loot prime plunder,0.0
6900,INEX_XER-125,-1,countries which have won the FIFA world cup,0.0485
6901,INEX_XER-125,bt_bing_arabic,Countries that have won the FIFA World Cup,0.086
6902,INEX_XER-125,bt_bing_chinese_simplified,Countries that have won the FIFA World Cup,0.086
6903,INEX_XER-125,bt_bing_german,Countries that have won the FIFA World Cup,0.086
6904,INEX_XER-125,bt_bing_korean,Countries that have won the FIFA World Cup,0.086
6905,INEX_XER-125,bt_bing_malay,countries that have won the FIFA World Cup,0.086
6906,INEX_XER-125,bt_bing_russian,Countries that have won the FIFA World Cup,0.086
6907,INEX_XER-125,bt_bing_swahili,Countries that have won the FIFA World Cup,0.086
6908,INEX_XER-125,bt_nllb_arabic,Countries that have won the FIFA World Cup,0.086
6909,INEX_XER-125,bt_nllb_french,countries that have won the FIFA World Cup,0.086
6910,INEX_XER-125,bt_nllb_german,Countries that have won the FIFA World Cup,0.086
6911,INEX_XER-125,bt_nllb_malay,countries that have won the FIFA World Cup,0.086
6912,INEX_XER-125,bt_nllb_swahili,countries that have won the FIFA World Cup,0.086
6913,INEX_XER-125,stem.trunc4,coun whic have won the fifa worl cup,0.0566
6914,INEX_XER-125,sensedisambiguation,countries state which have won win the FIFA world worldly concern cup,0.056
6915,INEX_XER-125,docluster.topn10.3.bm25,countries which have won the fifa world cup,0.0485
6916,INEX_XER-125,docluster.topn10.3.qld,countries which have won the fifa world cup,0.0485
6917,INEX_XER-125,original,countries which have won the FIFA world cup,0.0485
6918,INEX_XER-125,rm3.topn10.10.0.5.bm25,countries which have won the FIFA world cup,0.0485
6919,INEX_XER-125,rm3.topn10.10.0.5.qld,countries which have won the FIFA world cup,0.0485
6920,INEX_XER-125,stem.krovetz,country which have won the fifa world cup,0.0485
6921,INEX_XER-125,stem.porter,countri which have won the fifa world cup,0.0485
6922,INEX_XER-125,stem.porter2,countri which have won the fifa world cup,0.0485
6923,INEX_XER-125,stem.sstemmer,country which have won the fifa world cup,0.0485
6924,INEX_XER-125,stem.trunc5,count which have won the fifa world cup,0.0409
6925,INEX_XER-125,bt_bing_french,FIFA World Cup winning countries,0.0394
6926,INEX_XER-125,relevancefeedback.topn10.qld,countries which have won the fifa world cup footbal french,0.0276
6927,INEX_XER-125,relevancefeedback.topn10.bm25,countries which have won the fifa world cup kerkhof footbal french,0.0275
6928,INEX_XER-125,bt_bing_persian,Countries that won the FIFA World Cup,0.0271
6929,INEX_XER-125,bt_bing_tamil,Countries that won the FIFA World Cup,0.0271
6930,INEX_XER-125,bt_nllb_korean,The country that won the FIFA World Cup,0.0271
6931,INEX_XER-125,bt_nllb_persian,The countries that won the FIFA World Cup,0.0271
6932,INEX_XER-125,tagmee.topn3.replace,FIFA Club World Cup FIFA World Cup,0.0248
6933,INEX_XER-125,termluster.topn5.3.bm25,countries fifa world cup,0.0248
6934,INEX_XER-125,termluster.topn5.3.qld,countries fifa world cup,0.0248
6935,INEX_XER-125,thesaurus.topn3,countries fifa world cup,0.0248
6936,INEX_XER-125,thesaurus.topn3.replace,countries fifa world cup,0.0248
6937,INEX_XER-125,bertqe.topn10.bm25,cup sometim call world men,0.0226
6938,INEX_XER-125,glove.topn3,countries fifa world cup nations governments blatter uefa time ever champions,0.014
6939,INEX_XER-125,sensedisambiguation.replace,state which have win the FIFA worldly concern cup,0.012
6940,INEX_XER-125,conceptluster.topn5.3.bm25,countries fifa world cup fifa world cup fifa club world cup,0.0074
6941,INEX_XER-125,conceptluster.topn5.3.qld,countries fifa world cup fifa club world cup fifa world cup,0.0074
6942,INEX_XER-125,tagmee.topn3,countries fifa world cup FIFA Club World Cup FIFA World Cup,0.0074
6943,INEX_XER-125,conceptnet.topn3,countries fifa world cup continent flag war glass a table,0.0069
6944,INEX_XER-125,wordnet.topn3,countries fifa world cup commonwealth body politic land populace mankind reality transfuse,0.0034
6945,INEX_XER-125,bt_nllb_russian,countries that have won the World Cup,0.0029
6946,INEX_XER-125,conceptnet.topn3.replace,continent flag war fifa world glass a table,0.0024
6947,INEX_XER-125,wiki.topn3.replace,mouhciniajour mouhcinmoutouali issam el adoua fifa club world cup fifa world cup fifa competitions fifa world cup fifa world cup,0.0021
6948,INEX_XER-125,wiki.topn3,countries fifa world cup mouhciniajour mouhcinmoutouali issam el adoua fifa club world cup fifa world cup fifa competitions fifa world cup fifa world cup,0.0018
6949,INEX_XER-125,word2vec.topn3,countries fifa world cup nations countires coutries uefa blatter globe country sippy,0.0016
6950,INEX_XER-125,anchor.topn3,countries fifa world cup fifpro fifa cirh world list pekōrya mou sportsho wellingborough br sosrosoegondo,0.0012
6951,INEX_XER-125,bt_nllb_tamil,FIFA World Cup winners,0.0005
6952,INEX_XER-125,glove.topn3.replace,nations governments blatter uefa time ever champions,0.0004
6953,INEX_XER-125,stem.paicehusk,country which hav won the fif world cup,0.0004
6954,INEX_XER-125,anchor.topn3.replace,countries fifpro fifa cirh world list pekōrya mou sportsho wellingborough br sosrosoegondo,0.0003
6955,INEX_XER-125,bertqe.topn10.qld,world cupbrwin coach men fifa,0.0
6956,INEX_XER-125,bt_nllb_chinese_yue,The country that won the World Cup,0.0
6957,INEX_XER-125,stem.lovins,countr which hav won th fif world cup,0.0
6958,INEX_XER-125,word2vec.topn3.replace,nations countires coutries uefa blatter globe country sippy,0.0
6959,INEX_XER-125,wordnet.topn3.replace,area nation fifa human race humans existence transfuse,0.0
6960,INEX_XER-126,-1,toy train manufacturers that are still in business,0.1352
6961,INEX_XER-126,relevancefeedback.topn10.qld,toy train manufacturers that are still in business toi lionel gilbert triang scale compani steam,0.2412
6962,INEX_XER-126,wiki.topn3,toy train manufacturers still business high rail model steam engine z scale toy train industry supply chain products manufacturing business accounting finance business,0.2151
6963,INEX_XER-126,tagmee.topn3.replace,Toy train Manufacturing Business,0.1943
6964,INEX_XER-126,conceptluster.topn5.3.bm25,toy train manufacturers still business manufacturing business toy train,0.1703
6965,INEX_XER-126,conceptluster.topn5.3.qld,toy train manufacturers still business toy train business manufacturing,0.1703
6966,INEX_XER-126,tagmee.topn3,toy train manufacturers still business Toy train Manufacturing Business,0.1703
6967,INEX_XER-126,relevancefeedback.topn10.bm25,toy train manufacturers that are still in business gilbert scale railwai sonneberg parisi duplo compani toi triang caplan,0.1632
6968,INEX_XER-126,bt_nllb_french,manufacturers of toy trains still in operation,0.1588
6969,INEX_XER-126,bt_nllb_russian,manufacturers of toy trains that are still in operation,0.1588
6970,INEX_XER-126,bt_nllb_chinese_yue,Toy train manufacturers are still producing,0.1467
6971,INEX_XER-126,bt_bing_chinese_simplified,A manufacturer of toy trains that are still in business,0.1352
6972,INEX_XER-126,bt_bing_french,toy train manufacturers that are still in business,0.1352
6973,INEX_XER-126,bt_bing_german,Toy train manufacturers that are still in business,0.1352
6974,INEX_XER-126,bt_bing_korean,Toy train manufacturers still in business,0.1352
6975,INEX_XER-126,bt_bing_malay,Toy train manufacturers that are still in business,0.1352
6976,INEX_XER-126,bt_bing_tamil,Toy train manufacturers still in business,0.1352
6977,INEX_XER-126,bt_nllb_korean,Toys train manufacturer still in business,0.1352
6978,INEX_XER-126,bt_nllb_persian,Toys train manufacturers still in business,0.1352
6979,INEX_XER-126,bt_nllb_swahili,manufacturers of toy trains that are still in business,0.1352
6980,INEX_XER-126,bt_nllb_tamil,Toy train manufacturers still in business,0.1352
6981,INEX_XER-126,docluster.topn10.3.bm25,toy train manufacturers that are still in business,0.1352
6982,INEX_XER-126,docluster.topn10.3.qld,toy train manufacturers that are still in business,0.1352
6983,INEX_XER-126,original,toy train manufacturers that are still in business,0.1352
6984,INEX_XER-126,rm3.topn10.10.0.5.bm25,toy train manufacturers that are still in business,0.1352
6985,INEX_XER-126,rm3.topn10.10.0.5.qld,toy train manufacturers that are still in business,0.1352
6986,INEX_XER-126,stem.krovetz,toy train manufacturer that are still in business,0.1352
6987,INEX_XER-126,stem.porter2,toy train manufactur that are still in busi,0.1352
6988,INEX_XER-126,stem.sstemmer,toy train manufacturer that are still in business,0.1352
6989,INEX_XER-126,termluster.topn5.3.bm25,toy train manufacturers still business,0.1352
6990,INEX_XER-126,termluster.topn5.3.qld,toy train manufacturers still business,0.1352
6991,INEX_XER-126,thesaurus.topn3,toy train manufacturers still business,0.1352
6992,INEX_XER-126,thesaurus.topn3.replace,toy train manufacturers still business,0.1352
6993,INEX_XER-126,stem.porter,toi train manufactur that ar still in busi,0.1229
6994,INEX_XER-126,stem.lovins,toy train manufacturer that ar stil in bus,0.1169
6995,INEX_XER-126,wiki.topn3.replace,high rail model steam engine z scale toy train industry supply chain products manufacturing business accounting finance business,0.0914
6996,INEX_XER-126,sensedisambiguation,toy toy dog train manufacturers manufacturer that are still in business,0.0913
6997,INEX_XER-126,bt_bing_persian,Toy train manufacturers who are still in business,0.0865
6998,INEX_XER-126,bt_bing_russian,Toy Train Manufacturers Who Are Still In Business,0.0865
6999,INEX_XER-126,sensedisambiguation.replace,toy dog train manufacturer that are still in business,0.0474
7000,INEX_XER-126,stem.paicehusk,toy train manufact that ar stil in busy,0.0391
7001,INEX_XER-126,bt_nllb_arabic,Toy train factories still in operation,0.0239
7002,INEX_XER-126,conceptnet.topn3,toy train manufacturers still business doll plaything compete become a scuba diver market products price their products move company profit,0.0233
7003,INEX_XER-126,stem.trunc5,toy train manuf that are still in busin,0.0213
7004,INEX_XER-126,bt_nllb_malay,manufacturers of toy cars still operating,0.0158
7005,INEX_XER-126,wordnet.topn3,toy train manufacturers still business dally toy dog civilize school prepare producer manufacturing business maker inactive stock still tranquillise commercial enterprise business concern occupation,0.0095
7006,INEX_XER-126,glove.topn3,toy train manufacturers still business doll bus makers suppliers now though industry,0.0089
7007,INEX_XER-126,bertqe.topn10.qld,manufactur defunct toi manufactur toi,0.0076
7008,INEX_XER-126,word2vec.topn3,toy train manufacturers still business doll suppliers makers now nevertheless nonetheless enterprise,0.0073
7009,INEX_XER-126,bt_nllb_german,Manufacturers of toys still in operation,0.0062
7010,INEX_XER-126,bt_bing_swahili,Toy Train dealers who are still in business,0.0057
7011,INEX_XER-126,anchor.topn3,toy train manufacturers still business pt astynom mats cs atc doctors still clyfford ţacu deeper gasconn shamhain,0.0051
7012,INEX_XER-126,stem.trunc4,toy trai manu that are stil in busi,0.0003
7013,INEX_XER-126,wordnet.topn3.replace,miniature flirt play aim gearing wagon train manufacturing business maker relieve even calm stage business business organisation concern,0.0003
7014,INEX_XER-126,anchor.topn3.replace,pt astynom mats cs atc doctors manufacturers still clyfford ţacu deeper gasconn shamhain,0.0
7015,INEX_XER-126,bertqe.topn10.bm25,resid brooklyn nyfrank parisi sicilian,0.0
7016,INEX_XER-126,bt_bing_arabic,Game train manufacturers that are still in action,0.0
7017,INEX_XER-126,conceptnet.topn3.replace,doll plaything compete become a scuba diver market products price their products move company profit,0.0
7018,INEX_XER-126,glove.topn3.replace,doll bus makers suppliers now though industry,0.0
7019,INEX_XER-126,word2vec.topn3.replace,doll train suppliers makers now nevertheless nonetheless enterprise,0.0
7020,INEX_XER-127,-1,german female politicians,0.2851
7021,INEX_XER-127,conceptluster.topn5.3.bm25,german female politicians germans,0.2968
7022,INEX_XER-127,conceptluster.topn5.3.qld,german female politicians germans,0.2968
7023,INEX_XER-127,tagmee.topn3,german female politicians Germans,0.2968
7024,INEX_XER-127,sensedisambiguation,german female politicians politician,0.2917
7025,INEX_XER-127,stem.krovetz,germany female politician,0.2852
7026,INEX_XER-127,bt_bing_chinese_simplified,German female politician,0.2851
7027,INEX_XER-127,bt_bing_korean,German female politicians,0.2851
7028,INEX_XER-127,bt_bing_malay,German female politicians,0.2851
7029,INEX_XER-127,bt_bing_persian,German female politicians,0.2851
7030,INEX_XER-127,bt_bing_tamil,German female politicians,0.2851
7031,INEX_XER-127,bt_nllb_chinese_yue,German female politician,0.2851
7032,INEX_XER-127,bt_nllb_korean,German female politician,0.2851
7033,INEX_XER-127,bt_nllb_malay,German female politician,0.2851
7034,INEX_XER-127,bt_nllb_swahili,German female politicians,0.2851
7035,INEX_XER-127,docluster.topn10.3.bm25,german female politicians,0.2851
7036,INEX_XER-127,docluster.topn10.3.qld,german female politicians,0.2851
7037,INEX_XER-127,original,german female politicians,0.2851
7038,INEX_XER-127,rm3.topn10.10.0.5.bm25,german female politicians,0.2851
7039,INEX_XER-127,rm3.topn10.10.0.5.qld,german female politicians,0.2851
7040,INEX_XER-127,sensedisambiguation.replace,german female politician,0.2851
7041,INEX_XER-127,stem.porter,german femal politician,0.2851
7042,INEX_XER-127,stem.porter2,german femal politician,0.2851
7043,INEX_XER-127,stem.sstemmer,german female politician,0.2851
7044,INEX_XER-127,termluster.topn5.3.bm25,german female politicians,0.2851
7045,INEX_XER-127,termluster.topn5.3.qld,german female politicians,0.2851
7046,INEX_XER-127,thesaurus.topn3,german female politicians,0.2851
7047,INEX_XER-127,thesaurus.topn3.replace,german female politicians,0.2851
7048,INEX_XER-127,bt_bing_arabic,German women politicians,0.1165
7049,INEX_XER-127,bt_bing_french,German Women Politicians,0.1165
7050,INEX_XER-127,bt_bing_german,German Women Politicians,0.1165
7051,INEX_XER-127,bt_bing_russian,German Women Politicians,0.1165
7052,INEX_XER-127,bt_nllb_french,German women politicians,0.1165
7053,INEX_XER-127,bt_nllb_russian,German women politicians,0.1165
7054,INEX_XER-127,bt_nllb_tamil,German women politicians,0.1165
7055,INEX_XER-127,wiki.topn3,german female politicians ethnigroups germany german people poles germans,0.1122
7056,INEX_XER-127,stem.lovins,german femal polit,0.0984
7057,INEX_XER-127,wordnet.topn3,german female politicians High German German language distaff female person pol political leader,0.0541
7058,INEX_XER-127,bt_nllb_persian,German political women,0.0496
7059,INEX_XER-127,word2vec.topn3,german female politicians french germany male politicans politicos,0.0157
7060,INEX_XER-127,relevancefeedback.topn10.bm25,german female politicians nazi she dutch oper greek asteroid social,0.0145
7061,INEX_XER-127,bt_bing_swahili,German politicians,0.0098
7062,INEX_XER-127,bt_nllb_arabic,German politicians,0.0098
7063,INEX_XER-127,bt_nllb_german,German politicians,0.0098
7064,INEX_XER-127,glove.topn3,german female politicians germany austrian male woman legislators leaders,0.0017
7065,INEX_XER-127,wordnet.topn3.replace,High German German language female person distaff political leader pol,0.0008
