,qid,order,query,bm25.recip_rank
1344,6,-1,kcs,0.0
1345,7,-1,air travel information,1.0
1346,7,bt_bing_arabic,Air Travel Information,1.0
1347,7,bt_bing_chinese_simplified,Air Travel Information,1.0
1348,7,bt_bing_french,Air Travel Information,1.0
1349,7,bt_bing_german,Information about air travel,1.0
1350,7,bt_bing_korean,Air Travel Information,1.0
1351,7,bt_bing_malay,Air travel information,1.0
1352,7,bt_bing_persian,Air Travel Information,1.0
1353,7,bt_nllb_arabic,Air travel information,1.0
1354,7,bt_nllb_chinese_yue,Air travel information,1.0
1355,7,bt_nllb_french,Information on air travel,1.0
1356,7,bt_nllb_german,Air travel information,1.0
1357,7,bt_nllb_korean,Air travel information,1.0
1358,7,bt_nllb_malay,Air travel information,1.0
1359,7,bt_nllb_persian,Air travel information,1.0
1360,7,bt_nllb_russian,Information about air travel,1.0
1361,7,bt_nllb_tamil,Air travel information,1.0
1362,7,original,air travel information,1.0
1363,7,rm3.topn10.10.0.5.bm25,air travel information,1.0
1364,7,rm3.topn10.10.0.5.qld,air travel information,1.0
1365,7,sensedisambiguation,air air travel travel information,1.0
1366,7,sensedisambiguation.replace,air travel travel information,1.0
1367,7,stem.krovetz,air travel information,1.0
1368,7,stem.lovins,air travel inform,1.0
1369,7,stem.paicehusk,air travel inform,1.0
1370,7,stem.porter,air travel inform,1.0
1371,7,stem.porter2,air travel inform,1.0
1372,7,stem.sstemmer,air travel information,1.0
1373,7,termluster.topn5.3.qld,air travel information,1.0
1374,7,thesaurus.topn3,air travel information,1.0
1375,7,thesaurus.topn3.replace,air travel information,1.0
1376,8,-1,appraisals,0.0
1377,8,conceptnet.topn3,appraisals establish a worth,0.0128
1378,9,-1,used car parts,0.3333
1379,9,bt_bing_chinese_simplified,Used car accessories,1.0
1380,9,bt_nllb_chinese_yue,With car parts,0.5
1381,9,bt_nllb_russian,parts for cars,0.5
1382,9,conceptluster.topn5.3.qld,used car parts part,0.5
1383,9,termluster.topn5.3.qld,used car parts part,0.5
1384,9,bt_bing_arabic,Used Auto Parts,0.3333
1385,9,bt_bing_french,Used Auto Parts,0.3333
1386,9,bt_bing_german,Used Auto Parts,0.3333
1387,9,bt_bing_korean,Used Car Parts,0.3333
1388,9,bt_bing_malay,used car parts,0.3333
1389,9,bt_bing_russian,Used Auto Parts,0.3333
1390,9,bt_bing_swahili,Used car parts,0.3333
1391,9,bt_bing_tamil,Used Car Parts,0.3333
1392,9,bt_nllb_arabic,Used car parts,0.3333
1393,9,bt_nllb_french,used car parts,0.3333
1394,9,bt_nllb_korean,Used car parts,0.3333
1395,9,bt_nllb_malay,Used car parts,0.3333
1396,9,bt_nllb_persian,Used car parts,0.3333
1397,9,original,used car parts,0.3333
1398,9,rm3.topn10.10.0.5.bm25,used car parts,0.3333
1399,9,rm3.topn10.10.0.5.qld,used car parts,0.3333
1400,9,stem.krovetz,use car parts,0.3333
1401,9,stem.lovins,us car part,0.3333
1402,9,stem.paicehusk,us car part,0.3333
1403,9,stem.porter,us car part,0.3333
1404,9,stem.porter2,use car part,0.3333
1405,9,stem.sstemmer,used car part,0.3333
1406,9,stem.trunc4,used car part,0.3333
1407,9,stem.trunc5,used car parts,0.3333
1408,9,tagmee.topn3,used car parts,0.3333
1409,9,thesaurus.topn3,used car parts,0.3333
1410,9,thesaurus.topn3.replace,used car parts,0.3333
1411,9,wiki.topn3,used car parts,0.3333
1412,51,-1,horse hooves,1.0
1413,51,bt_bing_arabic,Horse hooves,1.0
1414,51,bt_bing_french,Horse hooves,1.0
1415,51,bt_bing_german,Horse s hooves,1.0
1416,51,bt_bing_malay,Horse hooves,1.0
1417,51,bt_bing_persian,Horse Hooves,1.0
1418,51,bt_bing_russian,Horses hooves,1.0
1419,51,bt_bing_swahili,Hooves of horses,1.0
1420,51,bt_bing_tamil,Horse hooves,1.0
1421,51,original,horse hooves,1.0
1422,51,rm3.topn10.10.0.5.bm25,horse hooves,1.0
1423,51,rm3.topn10.10.0.5.qld,horse hooves,1.0
1424,51,stem.krovetz,horse hooves,1.0
1425,51,stem.sstemmer,horse hoove,1.0
1426,51,stem.trunc5,horse hoove,1.0
1427,51,tagmee.topn3,horse hooves,1.0
1428,51,thesaurus.topn3,horse hooves,1.0
1429,51,thesaurus.topn3.replace,horse hooves,1.0
1430,51,wiki.topn3,horse hooves,1.0
1431,52,-1,avp,0.2
1432,52,wiki.topn3,avp list american beach volleyball players holly mcpeak california golden bears women s volleyball players association volleyball professionals,0.5
1433,52,conceptluster.topn5.3.qld,avp association volleyball professionals depauw colleg mi,0.3333
1434,52,tagmee.topn3,avp Association of Volleyball Professionals,0.3333
1435,52,wiki.topn3.replace,list american beach volleyball players holly mcpeak california golden bears women s volleyball players association volleyball professionals,0.3333
1436,52,bt_bing_chinese_simplified,AVP,0.2
1437,52,bt_bing_french,AVP,0.2
1438,52,bt_bing_german,AVP,0.2
1439,52,bt_bing_malay,AVP,0.2
1440,52,bt_bing_persian,AVP,0.2
1441,52,bt_bing_swahili,AVP,0.2
1442,52,bt_bing_tamil,AVP,0.2
1443,52,original,avp,0.2
1444,52,rm3.topn10.10.0.5.bm25,avp,0.2
1445,52,rm3.topn10.10.0.5.qld,avp,0.2
1446,52,sensedisambiguation,avp,0.2
1447,52,sensedisambiguation.replace,avp,0.2
1448,52,stem.krovetz,avp,0.2
1449,52,stem.lovins,avp,0.2
1450,52,stem.paicehusk,avp,0.2
1451,52,stem.porter,avp,0.2
1452,52,stem.porter2,avp,0.2
1453,52,stem.sstemmer,avp,0.2
1454,52,stem.trunc4,avp,0.2
1455,52,stem.trunc5,avp,0.2
1456,52,thesaurus.topn3,avp,0.2
1457,52,thesaurus.topn3.replace,avp,0.2
1458,52,wordnet.topn3,avp,0.2
1459,52,wordnet.topn3.replace,avp,0.2
1460,53,-1,discovery channel store,1.0
1461,53,bt_bing_arabic,Discovery Channel Store,1.0
1462,53,bt_bing_french,Discovery Channel Store,1.0
1463,53,bt_bing_german,Discovery Channel Store,1.0
1464,53,bt_bing_korean,Discovery Channel Store,1.0
1465,53,bt_bing_malay,Discovery Channel Store,1.0
1466,53,bt_bing_persian,Discovery Channel Store,1.0
1467,53,bt_bing_russian,Discovery Channel Store,1.0
1468,53,bt_bing_tamil,Discovery Channel Store,1.0
1469,53,bt_nllb_arabic,The Discovery Channel shop,1.0
1470,53,bt_nllb_german,The discovery channel shop,1.0
1471,53,bt_nllb_malay,channel discovery shop,1.0
1472,53,bt_nllb_persian,The Discovery Channel shop,1.0
1473,53,bt_nllb_tamil,Discovery channel shop,1.0
1474,53,original,discovery channel store,1.0
1475,53,relevancefeedback.topn10.bm25,discovery channel store discoveri space isn planet tv gift,1.0
1476,53,rm3.topn10.10.0.5.bm25,discovery channel store,1.0
1477,53,rm3.topn10.10.0.5.qld,discovery channel store,1.0
1478,53,stem.krovetz,discovery channel store,1.0
1479,53,stem.porter,discoveri channel store,1.0
1480,53,stem.porter2,discoveri channel store,1.0
1481,53,stem.sstemmer,discovery channel store,1.0
1482,53,tagmee.topn3,discovery channel store Discovery Channel,1.0
1483,53,thesaurus.topn3,discovery channel store,1.0
1484,53,thesaurus.topn3.replace,discovery channel store,1.0
1485,54,-1,president of the united states,0.5
1486,54,bt_bing_arabic,President of the United States,0.5
1487,54,bt_bing_chinese_simplified,President of the United States,0.5
1488,54,bt_bing_french,President of the United States,0.5
1489,54,bt_bing_german,President of the United States,0.5
1490,54,bt_bing_malay,President of the United States,0.5
1491,54,bt_bing_persian,President of the United States,0.5
1492,54,bt_bing_swahili,President of the United States,0.5
1493,54,bt_bing_tamil,President of the United States,0.5
1494,54,bt_nllb_arabic,President of the United States,0.5
1495,54,bt_nllb_chinese_yue,The President of the United States,0.5
1496,54,bt_nllb_french,President of the United States,0.5
1497,54,bt_nllb_german,President of the United States,0.5
1498,54,bt_nllb_korean,The President of the United States,0.5
1499,54,bt_nllb_malay,President of the United States,0.5
1500,54,bt_nllb_persian,The President of the United States,0.5
1501,54,bt_nllb_russian,The President of the United States,0.5
1502,54,bt_nllb_swahili,president of the United States,0.5
1503,54,bt_nllb_tamil,President of the United States,0.5
1504,54,original,president of the united states,0.5
1505,54,rm3.topn10.10.0.5.bm25,president of the united states,0.5
1506,54,rm3.topn10.10.0.5.qld,president of the united states,0.5
1507,54,sensedisambiguation,president president of the united states of the united states state,0.5
1508,54,stem.krovetz,president of the united states,0.5
1509,54,stem.porter,presid of the unit state,0.5
1510,54,stem.porter2,presid of the unit state,0.5
1511,54,stem.sstemmer,president of the united state,0.5
1512,54,tagmee.topn3,president united states President of the United States,0.5
1513,54,tagmee.topn3.replace,President of the United States,0.5
1514,54,thesaurus.topn3,president united states,0.5
1515,54,thesaurus.topn3.replace,president united states,0.5
1516,55,-1,iron,0.0182
1517,55,wordnet.topn3,iron smoothing iron atomic number,0.0556
1518,55,wordnet.topn3.replace,smoothing iron atomic number,0.0312
1519,55,bt_bing_arabic,iron,0.0182
1520,55,bt_bing_chinese_simplified,iron,0.0182
1521,55,bt_bing_french,iron,0.0182
1522,55,bt_bing_german,Iron,0.0182
1523,55,bt_bing_korean,iron,0.0182
1524,55,bt_bing_malay,Iron,0.0182
1525,55,bt_bing_persian,Iron,0.0182
1526,55,bt_bing_russian,iron,0.0182
1527,55,bt_bing_swahili,Iron,0.0182
1528,55,bt_bing_tamil,iron,0.0182
1529,55,bt_nllb_arabic,The iron,0.0182
1530,55,bt_nllb_chinese_yue,The iron,0.0182
1531,55,bt_nllb_french,iron,0.0182
1532,55,bt_nllb_german,Iron,0.0182
1533,55,bt_nllb_korean,Iron,0.0182
1534,55,bt_nllb_malay,Iron,0.0182
1535,55,bt_nllb_persian,Iron,0.0182
1536,55,bt_nllb_russian,The iron,0.0182
1537,55,bt_nllb_swahili,iron,0.0182
1538,55,bt_nllb_tamil,iron,0.0182
1539,55,original,iron,0.0182
1540,55,rm3.topn10.10.0.5.bm25,iron,0.0182
1541,55,rm3.topn10.10.0.5.qld,iron,0.0182
1542,55,sensedisambiguation,iron,0.0182
1543,55,sensedisambiguation.replace,iron,0.0182
1544,55,stem.krovetz,iron,0.0182
1545,55,stem.lovins,iron,0.0182
1546,55,stem.paicehusk,iron,0.0182
1547,55,stem.porter,iron,0.0182
1548,55,stem.porter2,iron,0.0182
1549,55,stem.sstemmer,iron,0.0182
1550,55,stem.trunc4,iron,0.0182
1551,55,stem.trunc5,iron,0.0182
1552,55,tagmee.topn3,iron,0.0182
1553,55,thesaurus.topn3,iron,0.0182
1554,55,thesaurus.topn3.replace,iron,0.0182
1555,55,wiki.topn3,iron,0.0182
1556,56,-1,uss yorktown charleston sc,0.0217
1557,56,bt_bing_german,USS Yorktown Charleston United States of America,0.2
1558,56,tagmee.topn3.replace,USS Yorktown CV Charleston South Carolina,0.2
1559,56,conceptluster.topn5.3.qld,uss yorktown charleston sc charleston south carolina uss yorktown cv depauw colleg mi,0.1111
1560,56,tagmee.topn3,uss yorktown charleston sc USS Yorktown CV Charleston South Carolina,0.1111
1561,56,conceptluster.topn5.3.bm25,uss yorktown charleston sc charleston south carolina uss yorktown cv univers wand us math hunt,0.1
1562,56,bt_bing_chinese_simplified,USS Charleston Yorktown,0.0909
1563,56,relevancefeedback.topn10.bm25,uss yorktown charleston sc carolina program aircraft pleasant discharg museum,0.0714
1564,56,relevancefeedback.topn10.qld,uss yorktown charleston sc n pleasant aircraft carolina,0.0714
1565,56,sensedisambiguation.replace,united states yorktown charleston south carolina,0.05
1566,56,conceptnet.topn3.replace,state css yorktown charleston Security Council scandium,0.0476
1567,56,anchor.topn3,uss yorktown charleston sc amc aka cvhe yorktown yorktown mogyoród charleston carolina iaeger charleston summerville s c transfer talaea s c,0.0455
1568,56,wordnet.topn3,uss yorktown charleston sc US USA United States siege of Yorktown capital of West Virginia scandium South Carolina,0.0417
1569,56,bt_bing_russian,USS Yorktown Charleston South Carolina,0.04
1570,56,glove.topn3,uss yorktown charleston sc destroyer u s s williamsburg savannah s c karlsruher djecr,0.04
1571,56,sensedisambiguation,uss united states yorktown charleston sc south carolina,0.0345
1572,56,anchor.topn3.replace,amc aka cvhe yorktown yorktown mogyoród charleston carolina iaeger charleston summerville s c transfer talaea s c,0.0286
1573,56,stem.lovins,us yorktown charlest sc,0.0244
1574,56,conceptnet.topn3,uss yorktown charleston sc state css Security Council scandium,0.0222
1575,56,bertqe.topn10.qld,yorktown jcpenni yorktown yorktown theater,0.0217
1576,56,bt_bing_arabic,USS Yorktown Charleston SC,0.0217
1577,56,bt_bing_french,USS Yorktown Charleston SC,0.0217
1578,56,bt_bing_korean,USS Yorktown Charleston SC,0.0217
1579,56,bt_bing_malay,USS Yorktown Charleston SC,0.0217
1580,56,bt_bing_persian,USS Yorktown Charleston SC,0.0217
1581,56,bt_bing_tamil,USS Yorktown Charleston SC,0.0217
1582,56,bt_nllb_malay,USs Yorktown Charleston SC,0.0217
1583,56,original,uss yorktown charleston sc,0.0217
1584,56,rm3.topn10.10.0.5.bm25,uss yorktown charleston sc,0.0217
1585,56,rm3.topn10.10.0.5.qld,uss yorktown charleston sc,0.0217
1586,56,stem.krovetz,uss yorktown charleston sc,0.0217
1587,56,stem.paicehusk,uss yorktown charleston sc,0.0217
1588,56,stem.porter,uss yorktown charleston sc,0.0217
1589,56,stem.porter2,uss yorktown charleston sc,0.0217
1590,56,stem.sstemmer,uss yorktown charleston sc,0.0217
1591,56,thesaurus.topn3,uss yorktown charleston sc,0.0217
1592,56,thesaurus.topn3.replace,uss yorktown charleston sc,0.0217
1593,57,-1,ct jobs,1.0
1594,57,bt_bing_arabic,CT Jobs,1.0
1595,57,bt_bing_french,CT Job Openings,1.0
1596,57,bt_bing_german,CT Jobs,1.0
1597,57,bt_bing_korean,CT Jobs,1.0
1598,57,bt_bing_malay,CT Jobs,1.0
1599,57,bt_bing_russian,CT Jobs,1.0
1600,57,bt_bing_tamil,CT Jobs,1.0
1601,57,original,ct jobs,1.0
1602,57,rm3.topn10.10.0.5.bm25,ct jobs,1.0
1603,57,rm3.topn10.10.0.5.qld,ct jobs,1.0
1604,57,stem.krovetz,ct job,1.0
1605,57,stem.lovins,ct job,1.0
1606,57,stem.paicehusk,ct job,1.0
1607,57,stem.porter,ct job,1.0
1608,57,stem.porter2,ct job,1.0
1609,57,stem.sstemmer,ct job,1.0
1610,57,stem.trunc4,ct jobs,1.0
1611,57,stem.trunc5,ct jobs,1.0
1612,57,thesaurus.topn3,ct jobs,1.0
1613,57,thesaurus.topn3.replace,ct jobs,1.0
1614,57,word2vec.topn3,ct jobs cth fairfield www christianitytoday com employment jobs,1.0
1615,58,-1,penguins,0.125
1616,58,anchor.topn3,penguins,0.125
1617,58,anchor.topn3.replace,penguins,0.125
1618,58,bt_bing_arabic,Penguins,0.125
1619,58,bt_bing_chinese_simplified,penguin,0.125
1620,58,bt_bing_french,Penguins,0.125
1621,58,bt_bing_german,Penguins,0.125
1622,58,bt_bing_korean,penguin,0.125
1623,58,bt_bing_malay,Penguin,0.125
1624,58,bt_bing_persian,Penguin,0.125
1625,58,bt_bing_russian,Penguins,0.125
1626,58,bt_bing_swahili,Penguins,0.125
1627,58,bt_bing_tamil,Penguins,0.125
1628,58,bt_nllb_arabic,The penguin,0.125
1629,58,bt_nllb_french,Penguins,0.125
1630,58,bt_nllb_german,Penguins,0.125
1631,58,bt_nllb_korean,Penguins,0.125
1632,58,bt_nllb_malay,penguins,0.125
1633,58,bt_nllb_persian,Penguins,0.125
1634,58,bt_nllb_russian,The penguins,0.125
1635,58,bt_nllb_swahili,penguin,0.125
1636,58,bt_nllb_tamil,The penguins,0.125
1637,58,original,penguins,0.125
1638,58,rm3.topn10.10.0.5.bm25,penguins,0.125
1639,58,rm3.topn10.10.0.5.qld,penguins,0.125
1640,58,sensedisambiguation,penguins penguin,0.125
1641,58,sensedisambiguation.replace,penguin,0.125
1642,58,stem.krovetz,penguin,0.125
1643,58,stem.lovins,penguin,0.125
1644,58,stem.paicehusk,penguin,0.125
1645,58,stem.porter,penguin,0.125
1646,58,stem.porter2,penguin,0.125
1647,58,stem.sstemmer,penguin,0.125
1648,58,tagmee.topn3,penguins,0.125
1649,58,thesaurus.topn3,penguins,0.125
1650,58,thesaurus.topn3.replace,penguins,0.125
1651,58,wiki.topn3,penguins,0.125
1652,58,wordnet.topn3,penguins,0.125
1653,58,wordnet.topn3.replace,penguins,0.125
1654,59,-1,how to build a fence,0.25
1655,59,relevancefeedback.topn10.qld,how to build a fence fenc home,0.5
1656,59,tagmee.topn3,build fence,0.3333
1657,59,thesaurus.topn3,build fence,0.3333
1658,59,thesaurus.topn3.replace,build fence,0.3333
1659,59,wiki.topn3,build fence,0.3333
1660,59,bt_bing_arabic,How to build a fence,0.25
1661,59,bt_bing_chinese_simplified,How to build a fence,0.25
1662,59,bt_bing_french,How to Build a Fence,0.25
1663,59,bt_bing_german,How to build a fence,0.25
1664,59,bt_bing_malay,How to build a fence,0.25
1665,59,bt_bing_persian,How to build a fence,0.25
1666,59,bt_bing_russian,How to Build a Fence,0.25
1667,59,bt_bing_swahili,How to build a fence,0.25
1668,59,bt_bing_tamil,How to build a fence,0.25
1669,59,bt_nllb_arabic,How to build a fence,0.25
1670,59,bt_nllb_french,how to build a fence,0.25
1671,59,bt_nllb_german,How to Build a Fence,0.25
1672,59,bt_nllb_korean,How to Build a Fence,0.25
1673,59,bt_nllb_malay,How to build a fence,0.25
1674,59,bt_nllb_persian,How to build a fence,0.25
1675,59,bt_nllb_russian,How to build a fence,0.25
1676,59,original,how to build a fence,0.25
1677,59,rm3.topn10.10.0.5.bm25,how to build a fence,0.25
1678,59,rm3.topn10.10.0.5.qld,how to build a fence,0.25
1679,59,stem.krovetz,how to build a fence,0.25
1680,59,stem.lovins,how to build a fenc,0.25
1681,59,stem.porter,how to build a fenc,0.25
1682,59,stem.porter2,how to build a fenc,0.25
1683,59,stem.sstemmer,how to build a fence,0.25
1684,59,stem.trunc5,how to build a fence,0.25
1685,60,-1,bellevue,0.1
1686,60,relevancefeedback.topn10.bm25,bellevue turn seattl estat bellevu your newport event,0.2
1687,60,anchor.topn3,bellevue,0.1
1688,60,anchor.topn3.replace,bellevue,0.1
1689,60,bt_bing_arabic,Bellevue,0.1
1690,60,bt_bing_chinese_simplified,Bellevue,0.1
1691,60,bt_bing_french,Bellevue,0.1
1692,60,bt_bing_german,Bellevue,0.1
1693,60,bt_bing_korean,Bellevue,0.1
1694,60,bt_bing_malay,Bellevue,0.1
1695,60,bt_bing_persian,Bellevue,0.1
1696,60,bt_bing_russian,Bellevue,0.1
1697,60,bt_bing_swahili,Bellevue,0.1
1698,60,bt_nllb_french,Bellevue,0.1
1699,60,bt_nllb_german,Bellevue,0.1
1700,60,bt_nllb_korean,Bellevue,0.1
1701,60,bt_nllb_malay,Bellevue is,0.1
1702,60,bt_nllb_swahili,Bellevue,0.1
1703,60,original,bellevue,0.1
1704,60,rm3.topn10.10.0.5.bm25,bellevue,0.1
1705,60,rm3.topn10.10.0.5.qld,bellevue,0.1
1706,60,sensedisambiguation,bellevue,0.1
1707,60,sensedisambiguation.replace,bellevue,0.1
1708,60,stem.krovetz,bellevue,0.1
1709,60,stem.lovins,bellevu,0.1
1710,60,stem.paicehusk,bellevu,0.1
1711,60,stem.porter,bellevu,0.1
1712,60,stem.porter2,bellevu,0.1
1713,60,stem.sstemmer,bellevue,0.1
1714,60,tagmee.topn3,bellevue,0.1
1715,60,thesaurus.topn3,bellevue,0.1
1716,60,thesaurus.topn3.replace,bellevue,0.1
1717,60,wiki.topn3,bellevue,0.1
1718,60,word2vec.topn3,bellevue,0.1
1719,60,word2vec.topn3.replace,bellevue,0.1
1720,60,wordnet.topn3,bellevue,0.1
1721,60,wordnet.topn3.replace,bellevue,0.1
1722,61,-1,worm,0.0833
1723,61,bt_bing_arabic,worm,0.0833
1724,61,bt_bing_chinese_simplified,worm,0.0833
1725,61,bt_bing_french,worm,0.0833
1726,61,bt_bing_german,Worm,0.0833
1727,61,bt_bing_korean,worm,0.0833
1728,61,bt_bing_malay,Worms,0.0833
1729,61,bt_bing_russian,worm,0.0833
1730,61,bt_bing_swahili,Worms,0.0833
1731,61,bt_bing_tamil,worm,0.0833
1732,61,bt_nllb_arabic,The worm,0.0833
1733,61,bt_nllb_chinese_yue,The worm,0.0833
1734,61,bt_nllb_malay,worms,0.0833
1735,61,bt_nllb_persian,The worm,0.0833
1736,61,bt_nllb_russian,The worm,0.0833
1737,61,original,worm,0.0833
1738,61,rm3.topn10.10.0.5.bm25,worm,0.0833
1739,61,rm3.topn10.10.0.5.qld,worm,0.0833
1740,61,sensedisambiguation,worm,0.0833
1741,61,sensedisambiguation.replace,worm,0.0833
1742,61,stem.krovetz,worm,0.0833
1743,61,stem.lovins,worm,0.0833
1744,61,stem.paicehusk,worm,0.0833
1745,61,stem.porter,worm,0.0833
1746,61,stem.porter2,worm,0.0833
1747,61,stem.sstemmer,worm,0.0833
1748,61,stem.trunc4,worm,0.0833
1749,61,stem.trunc5,worm,0.0833
1750,61,tagmee.topn3,worm,0.0833
1751,61,thesaurus.topn3,worm,0.0833
1752,61,thesaurus.topn3.replace,worm,0.0833
1753,61,wiki.topn3,worm,0.0833
1754,62,-1,texas border patrol,1.0
1755,62,bt_bing_arabic,Texas Border Patrol,1.0
1756,62,bt_bing_chinese_simplified,Texas Border Patrol,1.0
1757,62,bt_bing_french,Texas Border Patrol,1.0
1758,62,bt_bing_german,Texas Border Patrol,1.0
1759,62,bt_bing_korean,Texas Border Patrol,1.0
1760,62,bt_bing_malay,Texas Border Patrol,1.0
1761,62,bt_bing_persian,Texas Border Patrol,1.0
1762,62,bt_bing_russian,Texas Border Patrol,1.0
1763,62,bt_bing_swahili,Texas Border Patrol,1.0
1764,62,bt_bing_tamil,Texas Border Patrol,1.0
1765,62,bt_nllb_arabic,Border Patrol in Texas,1.0
1766,62,bt_nllb_french,Texas Border Patrol,1.0
1767,62,bt_nllb_german,Texas Border Patrol,1.0
1768,62,bt_nllb_korean,Texas Border Patrol,1.0
1769,62,bt_nllb_malay,Texas Border Patrol,1.0
1770,62,bt_nllb_persian,Texas border patrol,1.0
1771,62,bt_nllb_russian,Texas Border Patrol,1.0
1772,62,bt_nllb_tamil,Texas Border Patrol,1.0
1773,62,conceptluster.topn5.3.qld,texas border patrol united states border patrol texas c,1.0
1774,62,original,texas border patrol,1.0
1775,62,relevancefeedback.topn10.qld,texas border patrol,1.0
1776,62,rm3.topn10.10.0.5.bm25,texas border patrol,1.0
1777,62,rm3.topn10.10.0.5.qld,texas border patrol,1.0
1778,62,stem.krovetz,texas border patrol,1.0
1779,62,stem.porter,texa border patrol,1.0
1780,62,stem.porter2,texa border patrol,1.0
1781,62,stem.sstemmer,texa border patrol,1.0
1782,62,tagmee.topn3,texas border patrol Texas United States Border Patrol,1.0
1783,62,tagmee.topn3.replace,Texas United States Border Patrol,1.0
1784,62,thesaurus.topn3,texas border patrol,1.0
1785,62,thesaurus.topn3.replace,texas border patrol,1.0
1786,63,-1,flushing,0.04
1787,63,tagmee.topn3,flushing Flushing Queens,1.0
1788,63,tagmee.topn3.replace,Flushing Queens,1.0
1789,63,conceptluster.topn5.3.qld,flushing flushing queens c,0.3333
1790,63,conceptluster.topn5.3.bm25,flushing flushing queens c print dropbox read team,0.25
1791,63,glove.topn3,flushing queens meadows,0.0833
1792,63,glove.topn3.replace,queens meadows,0.0556
1793,63,anchor.topn3,flushing,0.04
1794,63,anchor.topn3.replace,flushing,0.04
1795,63,bt_bing_french,Flushing,0.04
1796,63,bt_bing_korean,Flushing,0.04
1797,63,bt_bing_malay,flushing,0.04
1798,63,bt_bing_persian,Flushing,0.04
1799,63,bt_bing_russian,flushing,0.04
1800,63,bt_bing_swahili,flushing,0.04
1801,63,bt_bing_tamil,Flushing,0.04
1802,63,conceptnet.topn3,flushing,0.04
1803,63,conceptnet.topn3.replace,flushing,0.04
1804,63,original,flushing,0.04
1805,63,rm3.topn10.10.0.5.bm25,flushing,0.04
1806,63,rm3.topn10.10.0.5.qld,flushing,0.04
1807,63,stem.krovetz,flush,0.04
1808,63,stem.lovins,flush,0.04
1809,63,stem.paicehusk,flush,0.04
1810,63,stem.porter,flush,0.04
1811,63,stem.porter2,flush,0.04
1812,63,stem.sstemmer,flushing,0.04
1813,63,stem.trunc5,flush,0.04
1814,63,termluster.topn5.3.qld,flushing c,0.04
1815,63,thesaurus.topn3,flushing,0.04
1816,63,thesaurus.topn3.replace,flushing,0.04
1817,63,word2vec.topn3,flushing,0.04
1818,63,word2vec.topn3.replace,flushing,0.04
1819,64,-1,moths,0.1429
1820,64,word2vec.topn3,moths caterpillars,0.5
1821,64,anchor.topn3,moths,0.1429
1822,64,anchor.topn3.replace,moths,0.1429
1823,64,bt_bing_arabic,Moths,0.1429
1824,64,bt_bing_chinese_simplified,Moths,0.1429
1825,64,bt_bing_german,Moths,0.1429
1826,64,bt_bing_korean,Moths,0.1429
1827,64,bt_bing_russian,Moths,0.1429
1828,64,bt_bing_swahili,moth,0.1429
1829,64,bt_bing_tamil,Moths,0.1429
1830,64,original,moths,0.1429
1831,64,rm3.topn10.10.0.5.bm25,moths,0.1429
1832,64,rm3.topn10.10.0.5.qld,moths,0.1429
1833,64,sensedisambiguation,moths moth,0.1429
1834,64,sensedisambiguation.replace,moth,0.1429
1835,64,stem.krovetz,moth,0.1429
1836,64,stem.lovins,moth,0.1429
1837,64,stem.paicehusk,moth,0.1429
1838,64,stem.porter,moth,0.1429
1839,64,stem.porter2,moth,0.1429
1840,64,stem.sstemmer,moth,0.1429
1841,64,stem.trunc4,moth,0.1429
1842,64,stem.trunc5,moths,0.1429
1843,64,tagmee.topn3,moths,0.1429
1844,64,thesaurus.topn3,moths,0.1429
1845,64,thesaurus.topn3.replace,moths,0.1429
1846,64,wiki.topn3,moths,0.1429
1847,64,wordnet.topn3,moths,0.1429
1848,64,wordnet.topn3.replace,moths,0.1429
1849,65,-1,korean language,1.0
1850,65,bt_bing_arabic,Korean language,1.0
1851,65,bt_bing_french,Korean Language,1.0
1852,65,bt_bing_german,Korean language,1.0
1853,65,bt_bing_persian,Korean language,1.0
1854,65,bt_bing_swahili,Korean language,1.0
1855,65,bt_bing_tamil,Korean language,1.0
1856,65,bt_nllb_arabic,Korean language,1.0
1857,65,bt_nllb_french,Korean language,1.0
1858,65,bt_nllb_german,Korean language,1.0
1859,65,bt_nllb_persian,Korean language,1.0
1860,65,bt_nllb_russian,Korean language,1.0
1861,65,bt_nllb_tamil,Korean language,1.0
1862,65,original,korean language,1.0
1863,65,rm3.topn10.10.0.5.bm25,korean language,1.0
1864,65,rm3.topn10.10.0.5.qld,korean language,1.0
1865,65,stem.porter,korean languag,1.0
1866,65,stem.porter2,korean languag,1.0
1867,65,stem.sstemmer,korean language,1.0
1868,65,tagmee.topn3,korean language Korean language,1.0
1869,65,tagmee.topn3.replace,Korean language,1.0
1870,65,thesaurus.topn3,korean language,1.0
1871,65,thesaurus.topn3.replace,korean language,1.0
1872,66,-1,income tax return online,0.0312
1873,66,bt_nllb_chinese_yue,Tax returns online,0.0769
1874,66,conceptluster.topn5.3.bm25,income tax return online tax return united states income tax c print dropbox read team,0.0769
1875,66,bt_bing_arabic,Online income tax return,0.0312
1876,66,bt_bing_chinese_simplified,Online income tax returns,0.0312
1877,66,bt_bing_french,Online income tax return,0.0312
1878,66,bt_bing_german,Income tax return online,0.0312
1879,66,bt_bing_korean,Income Tax Return Online,0.0312
1880,66,bt_bing_malay,online income tax return,0.0312
1881,66,bt_bing_persian,Income Tax Returns Online,0.0312
1882,66,bt_bing_russian,Online Income Tax Return,0.0312
1883,66,bt_bing_swahili,Online Income Tax Return,0.0312
