,qid,order,query,bm25.ndcg
405,356,word2vec.topn3,postmenopausal estrogen britain post menopausal premenopausal pre menopausal oestrogen progesterone britian Britian british,0.2675
406,356,glove.topn3,postmenopausal estrogen britain premenopausal post menopausal progesterone hormone british uk,0.2535
407,356,bt_nllb_chinese_yue,The post menopausal estrogen in the UK,0.2504
408,356,bt_bing_arabic,estrogen after menopause uk,0.2496
409,356,bt_nllb_korean,After menopause estrogen in England,0.2417
410,356,tagmee.topn3.replace,Menopause Estrogen,0.2416
411,356,wiki.topn3.replace,endometriosis hormontherapy fragilx syndrome menopause hormones brain androgen receptor follicle stimulating hormone estrogen,0.2353
412,356,conceptluster.topn5.3.bm25,postmenopausal estrogen britain estrogen menopause,0.2245
413,356,conceptluster.topn5.3.qld,postmenopausal estrogen britain estrogen menopause,0.2245
414,356,tagmee.topn3,postmenopausal estrogen britain Menopause Estrogen,0.2245
415,356,bt_nllb_arabic,Oestrogen after the age of despair Britain,0.2185
416,356,wiki.topn3,postmenopausal estrogen britain endometriosis hormontherapy fragilx syndrome menopause hormones brain androgen receptor follicle stimulating hormone estrogen,0.1953
417,356,bt_bing_french,Post menopausal estrogen Great Britain,0.1886
418,356,relevancefeedback.topn10.bm25,postmenopausal estrogen britain women calcium medic treatment,0.1449
419,356,relevancefeedback.topn10.qld,postmenopausal estrogen britain women calcium medic treatment mr,0.1439
420,356,bertqe.topn10.bm25,studi sai calcium supplement mai,0.0771
421,356,bertqe.topn10.qld,studi sai calcium supplement mai,0.0771
422,356,bt_nllb_swahili,Post aging estrogen in England,0.0712
423,356,bt_nllb_persian,Estrogen after the British monsoon,0.0682
424,356,stem.porter,postmenopaus estrogen britain,0.0681
425,356,stem.porter2,postmenopaus estrogen britain,0.0681
426,357,-1,territorial waters dispute,0.2927
427,357,bt_bing_french,Dispute over territorial waters,0.3002
428,357,bt_bing_german,Dispute over territorial waters,0.3002
429,357,bt_nllb_german,Dispute over territorial waters,0.3002
430,358,-1,blood-alcohol fatalities,0.4478
431,358,bt_bing_korean,Blood Alcohol Deaths,0.6308
432,358,bt_bing_malay,blood alcohol death,0.6308
433,358,bt_bing_swahili,Blood alcohol deaths,0.6308
434,358,bt_bing_tamil,Blood alcohol deaths,0.6308
435,358,bt_nllb_german,Blood alcohol deaths,0.6308
436,358,tagmee.topn3.replace,Blood alcohol content Death,0.605
437,358,bt_bing_chinese_simplified,Death from blood alcohol,0.6007
438,358,bt_bing_german,Deaths from blood alcohol,0.6007
439,358,bt_bing_persian,Deaths from blood alcohol,0.6007
440,358,bt_nllb_arabic,Deaths from blood alcohol,0.6007
441,358,bt_nllb_french,death from alcohol in the blood,0.6007
442,358,bt_nllb_korean,Deaths from blood alcohol,0.6007
443,358,bt_nllb_malay,death from blood alcohol,0.6007
444,358,bt_nllb_persian,Deaths from blood alcohol,0.6007
445,358,bt_nllb_russian,death from alcohol in the blood,0.6007
446,358,bt_nllb_swahili,blood deaths from alcohol,0.6007
447,358,wordnet.topn3.replace,blood alcohol human death,0.585
448,358,conceptluster.topn5.3.bm25,blood alcohol fatalities blood alcohol content death,0.5348
449,358,conceptluster.topn5.3.qld,blood alcohol fatalities blood alcohol content death,0.5348
450,358,tagmee.topn3,blood alcohol fatalities Blood alcohol content Death,0.5348
451,358,wiki.topn3,blood alcohol fatalities corporattitle driving thinfluence amway blood alcohol content life senescence disease death,0.5202
452,358,bt_nllb_chinese_yue,Blood alcohol is dead,0.5158
453,358,wiki.topn3.replace,corporattitle driving thinfluence amway blood alcohol content life senescence disease death,0.4951
454,358,word2vec.topn3,blood alcohol fatalities breath alcohol BrAC deaths casualties,0.4589
455,358,bt_nllb_tamil,The deaths were caused by blood alcohol,0.4565
456,359,-1,mutual fund predictors,0.1173
457,359,conceptluster.topn5.3.bm25,mutual fund predictors mutual fund,0.1437
458,359,conceptluster.topn5.3.qld,mutual fund predictors mutual fund,0.1437
459,359,tagmee.topn3,mutual fund predictors Mutual fund,0.1437
460,359,tagmee.topn3.replace,Mutual fund,0.1437
461,359,wiki.topn3,mutual fund predictors fixed income assets management exchange traded fund mutual fund,0.1364
462,360,-1,drug legalization benefits,0.1964
463,360,stem.trunc5,drug legal benef,0.4361
464,360,word2vec.topn3,drug legalization benefits narcotics legalisation decriminalization advantages detriments,0.3432
465,360,wordnet.topn3,drug legalization benefits dose do drugs legitimation legalisation do good welfare gain,0.3191
466,360,glove.topn3,drug legalization benefits trafficking decriminalization moreover,0.3142
467,360,word2vec.topn3.replace,narcotics legalisation decriminalization advantages detriments,0.2883
468,360,conceptluster.topn5.3.bm25,drug legalization benefits drug liberalization welfare,0.2859
469,360,conceptluster.topn5.3.qld,drug legalization benefits drug liberalization welfare,0.2859
470,360,tagmee.topn3,drug legalization benefits Drug liberalization Welfare,0.2859
471,360,glove.topn3.replace,trafficking decriminalization moreover,0.2508
472,360,wordnet.topn3.replace,dose do drugs legitimation legalisation do good welfare gain,0.2077
473,361,-1,clothing sweatshops,0.5154
474,361,word2vec.topn3,clothing sweatshops apparel garments sweat shops,0.6766
475,361,bt_bing_korean,Garment sweatshop,0.6453
476,361,conceptnet.topn3.replace,the closet dress a person sweatshops,0.6376
477,361,relevancefeedback.topn10.bm25,clothing sweatshops labor said cloth home our bill sew,0.6356
478,361,relevancefeedback.topn10.qld,clothing sweatshops labor said cloth sew home bill our,0.6356
479,361,wiki.topn3,clothing sweatshops footwear fashion accessory sewing clothing big business exploitation rent control sweatshop,0.6273
480,361,wiki.topn3.replace,footwear fashion accessory sewing clothing big business exploitation rent control sweatshop,0.5889
481,361,conceptnet.topn3,clothing sweatshops the closet dress a person,0.5521
482,361,sensedisambiguation,clothing sweatshops sweatshop,0.5205
483,362,-1,human smuggling,0.206
484,362,word2vec.topn3,human smuggling non human nonhuman smugglers smuggler,0.3701
485,362,word2vec.topn3.replace,non human nonhuman smugglers smuggler,0.328
486,362,relevancefeedback.topn10.bm25,human smuggling peru polic have cuban smuggler x iraq fujian from case,0.2678
487,362,conceptnet.topn3,human smuggling body smuggler,0.2619
488,362,conceptluster.topn5.3.bm25,human smuggling people smuggling,0.2347
489,362,conceptluster.topn5.3.qld,human smuggling people smuggling,0.2347
490,362,tagmee.topn3,human smuggling People smuggling,0.2347
491,362,glove.topn3,human smuggling rights beings trafficking smugglers,0.2239
492,362,sensedisambiguation,human smuggling smuggle,0.2181
493,363,-1,transportation tunnel disasters,0.0904
494,363,bt_bing_chinese_simplified,Traffic tunnel disaster,0.2421
495,363,bt_bing_german,Disasters in traffic tunnels,0.2421
496,363,bt_bing_korean,Traffic Tunnel Disaster,0.2421
497,363,bt_bing_tamil,Traffic Tunnel Disasters,0.2421
498,363,bt_nllb_tamil,Traffic Tunnel Disasters,0.2421
499,363,bt_nllb_korean,Traffic tunnel crash,0.2095
500,363,bt_bing_russian,Accidents in transport tunnels,0.1466
501,363,sensedisambiguation.replace,transportation system tunnel disaster,0.114
502,364,-1,rabies,0.8024
503,365,-1,El Nino,0.7619
504,366,-1,commercial cyanide uses,0.5668
505,367,-1,piracy,0.1046
506,368,-1,in vitro fertilization,0.5288
507,368,relevancefeedback.topn10.qld,in vitro fertilization center fertil he she york have david sai embryo said,0.6327
508,368,anchor.topn3.replace,vitro oocyte fertilisation embryo fertilization,0.6315
509,368,relevancefeedback.topn10.bm25,in vitro fertilization david fertil he center egg york davi hertig kit,0.6115
510,368,anchor.topn3,vitro fertilization vitro oocyte fertilisation embryo,0.6028
511,368,wiki.topn3,vitro fertilization vasectomy ectopic pregnancy sudden infant death syndrome vitro fertilisation,0.5664
512,368,glove.topn3,vitro fertilization fertilization ivf vitro fertilisation,0.55
513,369,-1,anorexia nervosa bulimia,0.5514
514,369,conceptnet.topn3,anorexia nervosa bulimia an eating disorder eating disorder,0.8396
515,369,conceptnet.topn3.replace,an eating disorder eating disorder nervosa bulimia,0.825
516,369,wiki.topn3,anorexia nervosa bulimia anorexia nervosa eating disorder major depressivdisorder anorexia nervosa eating disorder bingeating oophorectomy bulimia nervosa,0.7499
517,369,wiki.topn3.replace,anorexia nervosa eating disorder major depressivdisorder anorexia nervosa eating disorder bingeating oophorectomy bulimia nervosa,0.7449
518,369,wordnet.topn3,anorexia nervosa bulimia binge eating syndrome,0.6295
519,369,bt_bing_malay,Anoreksia nervosa bulimia,0.6033
520,369,word2vec.topn3,anorexia nervosa bulimia bulimia anorexic Orthorexia Anorexia orthorexia anorexia bulimic,0.5805
521,369,conceptluster.topn5.3.bm25,anorexia nervosa bulimia bulimia nervosa anorexia nervosa,0.558
522,369,conceptluster.topn5.3.qld,anorexia nervosa bulimia bulimia nervosa anorexia nervosa,0.558
523,369,tagmee.topn3,anorexia nervosa bulimia Anorexia nervosa Bulimia nervosa,0.558
524,369,bt_bing_arabic,anorexia nervosa bulimia nervosa,0.557
525,369,bt_bing_french,anorexia nervosa bulimia nervosa,0.557
526,369,bt_bing_russian,Anorexia nervosa bulimia nervosa,0.557
527,369,tagmee.topn3.replace,Anorexia nervosa Bulimia nervosa,0.557
528,370,-1,food/drug laws,0.0337
529,370,glove.topn3.replace,food drug regulations,0.0838
530,370,wiki.topn3,food drug laws foods cuisine meat food marihuana tax act buprenorphine purfood drug act prohibition drugs,0.0633
531,370,glove.topn3,food drug laws regulations,0.0625
532,370,bt_bing_french,Food and Drug Acts,0.0577
533,370,bt_bing_swahili,Food Drug Act,0.0577
534,370,bt_nllb_russian,Food and Drug Act,0.0577
535,370,wiki.topn3.replace,foods cuisine meat food marihuana tax act buprenorphine purfood drug act prohibition drugs,0.0541
536,370,word2vec.topn3.replace,food drug statutes regulations,0.0511
537,370,conceptluster.topn5.3.bm25,food drug laws prohibition drugs food,0.0475
538,370,conceptluster.topn5.3.qld,food drug laws prohibition drugs food,0.0475
539,370,tagmee.topn3,food drug laws Food Prohibition of drugs,0.0475
540,370,relevancefeedback.topn10.qld,food drug laws drug object calori crimin said discount nation index,0.0406
541,371,-1,health insurance holistic,0.0
542,371,bt_nllb_arabic,The health insurance coverage,0.0679
543,371,bt_nllb_persian,Health insurance coverage,0.0679
544,371,word2vec.topn3,health insurance holistic well being wellbeing nutrition premiums wholistic integrative,0.0485
545,371,wiki.topn3,health insurance holistic health insurance types insurance medicar united states health insurance integrativmedicine mindfulness based stress reduction psychiatric times holistic health,0.0348
546,371,wiki.topn3.replace,health insurance types insurance medicar united states health insurance integrativmedicine mindfulness based stress reduction psychiatric times holistic health,0.0348
547,371,wordnet.topn3,health insurance holistic wellness indemnity insurance policy policy,0.0318
548,371,bt_bing_swahili,General health insurance,0.0302
549,371,bt_nllb_german,Health insurance in general,0.0302
550,371,bt_nllb_swahili,general health insurance,0.0302
551,371,sensedisambiguation,health insurance policy holistic,0.0276
552,371,conceptnet.topn3,health insurance holistic eating vegetables a mineral maintaining muscle strength expensive health insurance,0.0274
553,371,bt_bing_persian,Comprehensive health insurance,0.0251
554,371,bt_bing_russian,Comprehensive Health Insurance,0.0251
555,371,relevancefeedback.topn10.bm25,health insurance holistic you trade group alvarez he ab,0.0247
556,372,-1,Native American casino,0.2904
557,372,bt_nllb_tamil,Indian Casino,0.6019
558,372,conceptnet.topn3.replace,indian chief person dollar casino,0.5899
559,372,conceptnet.topn3,native american casino indian chief person dollar,0.5159
560,372,relevancefeedback.topn10.qld,native american casino indian market dollar pequot new deauvil,0.5052
561,372,relevancefeedback.topn10.bm25,native american casino indian dollar pequot eea alcohol who,0.4532
562,372,glove.topn3,native american casino u s gambling,0.3628
563,372,bt_nllb_chinese_yue,Native American casinos in the US,0.3431
564,373,-1,encryption equipment export,0.3178
565,373,stem.lovins,encrypt equipm export,0.3378
566,373,bt_bing_russian,Exporting Encryption Hardware,0.3206
567,374,-1,Nobel prize winners,0.2025
568,374,bt_nllb_french,Nobel Prize for his work,0.382
569,374,tagmee.topn3.replace,Nobel Prize,0.3698
570,374,stem.trunc5,nobel prize winne,0.3695
571,374,wiki.topn3,nobel prize winners awards established nobel prizin physics maricurie nobel prize,0.36
572,374,wiki.topn3.replace,awards established nobel prizin physics maricurie nobel prize,0.3554
573,374,glove.topn3,nobel prize winners laureate prize nobel finalists,0.3145
574,374,conceptluster.topn5.3.bm25,nobel prize winners nobel prize,0.2926
575,374,conceptluster.topn5.3.qld,nobel prize winners nobel prize,0.2926
576,374,tagmee.topn3,nobel prize winners Nobel Prize,0.2926
577,374,conceptnet.topn3,nobel prize winners Alfred Bernhard Nobel nobelist reward happy,0.292
578,374,wordnet.topn3,nobel prize winners Alfred Bernhard Nobel Alfred Nobel lever loot appreciate succeeder achiever,0.2804
579,374,relevancefeedback.topn10.qld,nobel prize winners diet award de juli ca clock,0.2791
580,374,relevancefeedback.topn10.bm25,nobel prize winners diet award cern hi ca,0.2719
581,374,glove.topn3.replace,laureate prize nobel finalists,0.2624
582,374,anchor.topn3,nobel prize winners nobel exaucé starodubka friedebert sødringsk,0.2532
583,374,stem.paicehusk,nobel priz win,0.2174
584,375,-1,hydrogen energy,0.3653
585,375,word2vec.topn3,hydrogen energy helium deuterium enery,0.5251
586,375,relevancefeedback.topn10.bm25,hydrogen energy energi fuel research gener batteri,0.3824
587,375,conceptnet.topn3,hydrogen energy an element water Exercising power heat,0.3667
588,376,-1,World Court,0.0981
589,376,conceptluster.topn5.3.bm25,world court international court justice,0.2184
590,376,conceptluster.topn5.3.qld,world court international court justice,0.2184
591,376,tagmee.topn3,world court International Court of Justice,0.2184
592,376,bt_bing_german,International Court of Justice,0.1837
593,376,tagmee.topn3.replace,International Court of Justice,0.1837
594,376,wiki.topn3,world court international court justice international law international criminal court international court justice,0.1269
595,377,-1,cigar smoking,0.5449
596,377,stem.lovins,cigar smok,0.6012
597,377,wiki.topn3,cigar smoking cigars cigarette quaker oats company cigar addiction habits tobacco smoking smoking,0.5666
598,377,bt_nllb_french,smoke from cigars,0.5623
599,378,-1,euro opposition,0.0149
600,378,wiki.topn3,euro opposition currencies caribbean symbols european union economics euro election boycott clientelism electoral list opposition politics,0.1594
601,378,glove.topn3,euro opposition currency european supporters opponents,0.1554
602,378,wiki.topn3.replace,currencies caribbean symbols european union economics euro election boycott clientelism electoral list opposition politics,0.1467
603,378,glove.topn3.replace,currency european supporters opponents,0.0978
604,378,relevancefeedback.topn10.qld,euro opposition direct incom dollar vote state,0.0646
605,378,conceptnet.topn3,euro opposition europe against tertium quid,0.0606
606,378,word2vec.topn3,euro opposition opponents,0.0541
607,378,wordnet.topn3,euro opposition opponent,0.0541
608,378,word2vec.topn3.replace,euro opponents,0.0446
609,378,wordnet.topn3.replace,euro opponent,0.0446
610,378,tagmee.topn3.replace,Euro Opposition politics,0.0335
611,378,bt_nllb_arabic,Opposition to the European Union,0.0302
612,378,bt_bing_russian,European Opposition,0.0253
613,378,conceptluster.topn5.3.bm25,euro opposition opposition politics euro,0.0241
614,378,conceptluster.topn5.3.qld,euro opposition opposition politics euro,0.0241
615,378,tagmee.topn3,euro opposition Euro Opposition politics,0.0241
616,378,relevancefeedback.topn10.bm25,euro opposition govern labour region export disnei deal mp citi,0.0165
617,379,-1,mainstreaming,0.1962
618,380,-1,obesity medical treatment,0.4656
619,380,conceptluster.topn5.3.bm25,obesity medical treatment therapy obesity,0.6769
620,380,conceptluster.topn5.3.qld,obesity medical treatment obesity therapy,0.6769
621,380,tagmee.topn3,obesity medical treatment Obesity Therapy,0.6769
622,380,anchor.topn3.replace,obesity zéphire prehistoriqu infirmièr tretman poseban treatment,0.6705
623,380,bt_bing_chinese_simplified,Obesity treatment,0.6705
624,380,bt_bing_swahili,Treatment of obesity,0.6705
625,380,bt_nllb_chinese_yue,Obesity treatment,0.6705
626,380,bt_bing_russian,Pharmacological treatment of obesity,0.6279
627,380,tagmee.topn3.replace,Obesity Therapy,0.6274
628,380,relevancefeedback.topn10.bm25,obesity medical treatment plan drug diet children clinic obes weight exercis healthcar cent,0.6079
629,380,bt_nllb_tamil,Obesity is a medical condition that affects the body,0.5798
630,380,word2vec.topn3,obesity medical treatment obesity related non medical medicine treament treatement,0.5457
631,380,relevancefeedback.topn10.qld,obesity medical treatment diet healthcar drug plan clinic weight cholesterol children have,0.5352
632,380,wiki.topn3,obesity medical treatment bariatrics overweight body shape obesity diagnosis hyperkinetic disorder symptom therapy,0.4731
633,381,-1,alternative medicine,0.1839
634,381,wiki.topn3.replace,holistic health homeopathy alternative traditional medicine journals alternative medicine,0.2843
635,381,wiki.topn3,alternative medicine holistic health homeopathy alternative traditional medicine journals alternative medicine,0.2681
636,381,word2vec.topn3,alternative medicine medical,0.2296
637,382,-1,hydrogen fuel automobiles,0.7232
638,382,conceptluster.topn5.3.bm25,hydrogen fuel automobiles hydrogen vehicle car,0.7701
639,382,conceptluster.topn5.3.qld,hydrogen fuel automobiles hydrogen vehicle car,0.7701
640,382,tagmee.topn3,hydrogen fuel automobiles Hydrogen vehicle Hydrogen vehicle Car,0.7264
641,382,sensedisambiguation,hydrogen fuel automobiles car,0.726
642,382,wiki.topn3,hydrogen fuel automobiles hydrogen vehicles fuel efficiency green car congress hydrogen vehicle hydrogen vehicles fuel efficiency green car congress hydrogen vehicle wheeled vehicles automobiles assembly line car,0.725
643,382,relevancefeedback.topn10.qld,hydrogen fuel automobiles cell vehicl research batteri launch energi,0.7237
644,383,-1,mental illness drugs,0.0837
645,383,bt_bing_swahili,Psychiatric drugs,0.1624
646,383,bt_bing_tamil,Psychiatric drugs,0.1624
647,383,bt_nllb_chinese_yue,Psychiatric drugs,0.1624
648,383,conceptluster.topn5.3.bm25,mental illness drugs psychoactive drug mental disorder,0.1239
649,383,conceptluster.topn5.3.qld,mental illness drugs psychoactive drug mental disorder,0.1239
650,383,tagmee.topn3,mental illness drugs Mental disorder Psychoactive drug,0.1239
651,383,wiki.topn3,mental illness drugs mania personality disorder psychosis mental disorder opiate empathogen entactogen antidepressant psychoactive drug,0.1226
652,383,relevancefeedback.topn10.qld,mental illness drugs patient said program research we drug,0.1181
653,383,sensedisambiguation,mental illness drugs drug,0.1141
654,383,wordnet.topn3,mental illness drugs genial sickness unwellness do drugs dose,0.1137
655,383,relevancefeedback.topn10.bm25,mental illness drugs patient said cent program research trupp drug,0.1119
656,383,wiki.topn3.replace,mania personality disorder psychosis mental disorder opiate empathogen entactogen antidepressant psychoactive drug,0.1046
657,383,glove.topn3,mental illness drugs physical psychiatric suffering medications,0.1007
658,383,bt_bing_arabic,Mental medications,0.0966
659,383,tagmee.topn3.replace,Mental disorder Psychoactive drug,0.096
660,384,-1,space station moon,0.3348
661,385,-1,hybrid fuel cars,0.4636
662,385,relevancefeedback.topn10.bm25,hybrid fuel cars hydrogen engin electr cm car daimler drive seed batteri research,0.6303
663,385,relevancefeedback.topn10.qld,hybrid fuel cars cm vehicl technolog car hydrogen batteri seed engin,0.6173
664,385,tagmee.topn3.replace,Hybrid vehicle Fuel Car,0.5404
665,385,conceptluster.topn5.3.bm25,hybrid fuel cars fuel car hybrid vehicle,0.5316
666,385,conceptluster.topn5.3.qld,hybrid fuel cars hybrid vehicle car fuel,0.5316
667,385,tagmee.topn3,hybrid fuel cars Hybrid vehicle Fuel Car,0.5316
668,385,bt_bing_chinese_simplified,Hybrid fuel vehicles,0.5178
669,385,bt_bing_russian,Hybrid Fuel Vehicles,0.5178
670,385,bt_bing_swahili,Hybrid fuel vehicles,0.5178
671,385,bt_nllb_russian,hybrid fuel vehicles,0.5178
672,385,bt_nllb_swahili,hybrid fuel vehicles,0.5178
673,385,bt_nllb_tamil,Hybrid fuel vehicles,0.5178
674,385,word2vec.topn3,hybrid fuel cars non hybrid gasoline automobiles vehicles,0.5056
675,385,wiki.topn3,hybrid fuel cars powertrain ac propulsion automotivaerodynamics hybrid vehicle lubricant hydrocarbon biogas fuel wheeled vehicles automobiles assembly line car,0.4828
676,385,sensedisambiguation,hybrid fuel cars car,0.4728
677,386,-1,teaching disabled children,0.1252
678,386,relevancefeedback.topn10.qld,teaching disabled children us center school program he lesson learn music,0.2859
679,386,wordnet.topn3,teaching disabled children learn education incapacitate handicapped fry youngster baby,0.2836
680,386,wordnet.topn3.replace,learn education incapacitate handicapped fry youngster baby,0.2799
681,386,bt_nllb_persian,Education for handicapped children,0.2097
682,386,wiki.topn3,teaching disabled children knowledge sharing philosophy education education education advocacy special needs learning disability disability childhood adoption overweight child,0.1902
683,386,bt_nllb_chinese_yue,Learning disabled children,0.1857
684,386,word2vec.topn3,teaching disabled children learning instruction handicapped kids adults parents,0.1704
685,386,relevancefeedback.topn10.bm25,teaching disabled children center buckei orang he barsch protest school learn read music,0.165
686,386,conceptluster.topn5.3.bm25,teaching disabled children education disability child,0.1576
687,386,conceptluster.topn5.3.qld,teaching disabled children education disability child,0.1576
688,386,tagmee.topn3,teaching disabled children Education Disability Child,0.1576
689,386,wiki.topn3.replace,knowledge sharing philosophy education education education advocacy special needs learning disability disability childhood adoption overweight child,0.1556
690,386,bt_bing_arabic,Education for disabled children,0.1393
691,386,bt_bing_chinese_simplified,Education for children with disabilities,0.1393
692,386,bt_bing_korean,Education for Children with Disabilities,0.1393
693,386,bt_bing_persian,Educating disabled children,0.1393
694,386,bt_bing_russian,Education of children with disabilities,0.1393
695,386,bt_nllb_arabic,Education of children with disabilities,0.1393
696,386,bt_nllb_french,education of disabled children,0.1393
697,386,bt_nllb_german,Education for children with disabilities,0.1393
698,386,bt_nllb_korean,Education for Disabled Children,0.1393
699,386,bt_nllb_russian,education of children with disabilities,0.1393
700,386,word2vec.topn3.replace,learning instruction handicapped kids adults parents,0.1352
701,387,-1,radioactive waste,0.2274
702,388,-1,organic soil enhancement,0.1132
703,388,bt_nllb_chinese_yue,Organic soil is growing,0.208
704,388,bt_bing_tamil,Organic soil growth,0.1729
705,388,wordnet.topn3,organic soil enhancement organic fertilizer constitutional constitutive land bemire filth sweetening,0.1659
706,388,bt_bing_persian,Increasing organic soil,0.1596
707,388,bt_nllb_malay,increase in organic soil,0.1596
708,388,bt_nllb_persian,Increased organic soil,0.1596
709,388,stem.trunc5,organ soil enhan,0.1575
710,388,bt_nllb_tamil,Organic Soil Development,0.1537
711,388,bt_bing_chinese_simplified,Organic soil improvement,0.1525
712,388,bt_bing_french,Organic Soil Improvement,0.1525
713,388,bt_bing_german,Organic Soil Improvement,0.1525
714,388,bt_bing_korean,Organic Soil Improvement,0.1525
715,388,bt_bing_russian,Organic Soil Improvement,0.1525
716,388,bt_bing_swahili,Organic soil improvement,0.1525
717,388,bt_nllb_french,improvement of organic soils,0.1525
718,388,bt_nllb_russian,organic improvement of soil,0.1525
719,388,glove.topn3,organic soil enhancement inorganic produce surface,0.147
720,388,conceptluster.topn5.3.bm25,organic soil enhancement soil,0.1392
721,388,conceptluster.topn5.3.qld,organic soil enhancement soil,0.1392
722,388,bt_nllb_swahili,strengthening organic soil,0.1391
723,388,tagmee.topn3,organic soil enhancement Soil Soil,0.1276
724,388,bt_nllb_german,organic soil extraction,0.1237
725,388,bt_bing_arabic,Organic soil reinforcement,0.1139
726,388,bt_nllb_arabic,Organic soil reinforcement,0.1139
727,389,-1,illegal technology transfer,0.0935
728,389,stem.paicehusk,illeg technolog transf,0.1095
729,390,-1,orphan drugs,0.1861
730,390,relevancefeedback.topn10.qld,orphan drugs drug research aid amgen joe,0.536
731,390,relevancefeedback.topn10.bm25,orphan drugs joe drug market aid children,0.277
732,390,wordnet.topn3,orphan drugs do drugs dose,0.2364
733,390,wordnet.topn3.replace,orphan do drugs dose,0.2272
734,390,sensedisambiguation,orphan drugs drug,0.2055
735,390,glove.topn3,orphan drugs medications,0.1996
736,390,word2vec.topn3,orphan drugs medications,0.1996
737,390,wiki.topn3,orphan drugs pantoprazole proteasinhibitor pharmacology ambrisentan orphan drug,0.1918
738,391,-1,R&D drug prices,0.3673
739,391,conceptluster.topn5.3.bm25,r drug prices research development pharmaceutical drug price,0.5144
740,391,conceptluster.topn5.3.qld,r drug prices pharmaceutical drug research development price,0.5144
741,391,tagmee.topn3,r drug prices Research and development Pharmaceutical drug Price,0.5144
742,391,tagmee.topn3.replace,Research and development Pharmaceutical drug Price,0.4892
743,391,wiki.topn3,r drug prices research development quality assurance microelectronics research development musclrelaxant bupropion paracetamol pharmaceutical drug demand markup business marginal cost price,0.4764
744,391,bt_bing_persian,Pharmaceutical Prices Research and Development,0.4502
745,391,bt_bing_french,Drug Prices for Research and Development,0.436
746,391,bt_bing_german,Drug prices for research and development,0.436
747,391,bt_nllb_korean,Research and development drug prices,0.436
748,391,bt_nllb_persian,Costs of drug research and development,0.432
749,391,bt_bing_tamil,R D Pharmaceutical Prices,0.4071
750,391,bt_nllb_tamil,Pharmaceutical R D prices,0.4071
751,391,termluster.topn5.3.bm25,r drug prices,0.3905
752,391,termluster.topn5.3.qld,r drug prices,0.3905
753,391,thesaurus.topn3,r drug prices,0.3905
754,391,thesaurus.topn3.replace,r drug prices,0.3905
755,391,bt_nllb_chinese_yue,The cost of drug development,0.379
756,391,sensedisambiguation,R roentgen D drug prices price,0.3685
757,392,-1,robotics,0.5104
758,393,-1,mercy killing,0.2064
759,393,wiki.topn3,mercy killing suicide types terminal illness eugenics euthanasia,0.3856
760,393,wiki.topn3.replace,suicide types terminal illness eugenics euthanasia,0.3321
761,393,conceptluster.topn5.3.bm25,mercy killing euthanasia,0.3196
762,393,conceptluster.topn5.3.qld,mercy killing euthanasia,0.3196
763,393,tagmee.topn3,mercy killing Euthanasia,0.3196
764,393,bt_bing_russian,euthanasia,0.2805
765,393,bt_bing_tamil,Euthanasia,0.2805
766,393,tagmee.topn3.replace,Euthanasia,0.2805
767,394,-1,home schooling,0.0797
768,394,bt_nllb_chinese_yue,Family education,0.1611
769,394,bt_bing_german,Home education,0.0898
770,394,bt_bing_persian,Education at home,0.0898
771,394,bt_nllb_french,home education,0.0898
772,394,bt_nllb_korean,Home education,0.0898
773,394,bt_nllb_swahili,home education,0.0898
774,395,-1,tourism,0.1378
775,395,word2vec.topn3,tourism tourist tourism related,0.1592
776,395,glove.topn3.replace,tourist industry,0.1578
777,395,glove.topn3,tourism tourist industry,0.1524
778,395,word2vec.topn3.replace,tourist tourism related,0.1435
779,396,-1,sick building syndrome,0.2999
780,396,wiki.topn3,sick building syndrome green cleaning greenguard environmental institute biomedical waste sick building syndrome,0.3255
781,396,sensedisambiguation,sick building construction syndrome,0.3195
782,397,-1,automobile recalls,0.0659
783,397,bt_bing_arabic,Car Recalls,0.7193
784,397,bt_bing_chinese_simplified,Car recall,0.7193
785,397,bt_bing_malay,Car recall,0.7193
786,397,bt_bing_russian,Car Recall,0.7193
787,397,bt_nllb_arabic,The car recall,0.7193
788,397,conceptnet.topn3.replace,car recalls,0.7193
789,397,sensedisambiguation.replace,car recall,0.7193
790,397,sensedisambiguation,automobile car recalls recall,0.5638
791,397,bt_nllb_tamil,Vehicle recall,0.3336
792,397,glove.topn3.replace,auto recalls,0.2949
793,397,stem.paicehusk,automobl recal,0.1834
794,397,glove.topn3,automobile recalls auto,0.0937
795,397,conceptnet.topn3,automobile recalls car,0.0786
796,398,-1,dismantling Europe's arsenal,0.0868
797,398,bt_bing_swahili,Destroying Europe s weapons,0.1907
798,398,word2vec.topn3,dismantling europe s arsenal demolishing germany european europe s of s s armoury weapon,0.1871
799,398,stem.trunc5,disma europ s arsen,0.1525
800,398,tagmee.topn3.replace,Europe Arsenal,0.1455
801,398,wiki.topn3,dismantling europe s arsenal cultural concepts peninsulas asia europe europe armories military arsenals embrasure arsenal,0.1409
802,398,sensedisambiguation,dismantling strip Europe european union s arsenal,0.1351
803,398,word2vec.topn3.replace,demolishing germany european europe s of s s armoury weapon,0.119
804,398,wiki.topn3.replace,cultural concepts peninsulas asia europe europe armories military arsenals embrasure arsenal,0.1149
805,398,tagmee.topn3,dismantling europe s arsenal Europe Arsenal,0.1093
