qid	order	query	qld.ndcg
692	bt_nllb_tamil	The treatment for prostate cancer	0.6451
693	-1	newspapers electronic media	0.4743
694	-1	compost pile	0.5249
694	bt_nllb_chinese_yue	Compost	0.5586
695	-1	white collar crime sentence	0.3752
696	-1	safety plastic surgery	0.4977
697	-1	air traffic controller	0.2711
698	-1	literacy rates Africa	0.8183
699	-1	term limits	0.582
700	-1	gasoline tax U.S.	0.1054
700	bt_nllb_korean	Gasoline tax	0.3804
700	bt_nllb_german	Gas tax	0.2008
700	bt_nllb_french	US gas tax	0.1501
